run,seed,regeneration-rate,num-turtles,search-radius,knowledge-gain,old-age,metabolism,shock-prob,reproduction-cost,[steps],numTurtles,meanFood,totKnowledge,knowledgeTranferred
637,7,0.1,100,5,0.1,75,0.25,0.3,0.5,77,0,0,0,0
638,8,0.1,100,5,0.1,75,0.25,0.3,0.5,39,0,0,0,0
639,9,0.1,100,5,0.1,75,0.25,0.3,0.5,87,0,0,0,0
640,10,0.1,100,5,0.1,75,0.25,0.3,0.5,80,0,0,0,0
641,1,0.2,100,5,0.1,75,0.25,0.3,0.5,52,0,0,0,0
642,2,0.2,100,5,0.1,75,0.25,0.3,0.5,83,0,0,0,0
643,3,0.2,100,5,0.1,75,0.25,0.3,0.5,94,0,0,0,0
644,4,0.2,100,5,0.1,75,0.25,0.3,0.5,77,0,0,0,0
645,5,0.2,100,5,0.1,75,0.25,0.3,0.5,77,0,0,0,0
646,6,0.2,100,5,0.1,75,0.25,0.3,0.5,77,0,0,0,0
647,7,0.2,100,5,0.1,75,0.25,0.3,0.5,78,0,0,0,0
648,8,0.2,100,5,0.1,75,0.25,0.3,0.5,83,0,0,0,0
649,9,0.2,100,5,0.1,75,0.25,0.3,0.5,80,0,0,0,0
650,10,0.2,100,5,0.1,75,0.25,0.3,0.5,97,0,0,0,0
651,1,0.5,100,5,0.1,75,0.25,0.3,0.5,80,0,0,0,0
652,2,0.5,100,5,0.1,75,0.25,0.3,0.5,88,0,0,0,0
653,3,0.5,100,5,0.1,75,0.25,0.3,0.5,85,0,0,0,0
654,4,0.5,100,5,0.1,75,0.25,0.3,0.5,77,0,0,0,0
655,5,0.5,100,5,0.1,75,0.25,0.3,0.5,81,0,0,0,0
656,6,0.5,100,5,0.1,75,0.25,0.3,0.5,89,0,0,0,0
657,7,0.5,100,5,0.1,75,0.25,0.3,0.5,79,0,0,0,0
658,8,0.5,100,5,0.1,75,0.25,0.3,0.5,74,0,0,0,0
659,9,0.5,100,5,0.1,75,0.25,0.3,0.5,80,0,0,0,0
660,10,0.5,100,5,0.1,75,0.25,0.3,0.5,92,0,0,0,0
661,1,0.1,100,5,0.25,75,0.25,0.3,0.5,204,0,0,0,0
662,2,0.1,100,5,0.25,75,0.25,0.3,0.5,167,0,0,0,0
663,3,0.1,100,5,0.25,75,0.25,0.3,0.5,563,0,0,0,0
664,4,0.1,100,5,0.25,75,0.25,0.3,0.5,183,2007,2.389138017,2586,2163
665,5,0.1,100,5,0.25,75,0.25,0.3,0.5,134,0,0,0,0
666,6,0.1,100,5,0.25,75,0.25,0.3,0.5,325,0,0,0,0
667,7,0.1,100,5,0.25,75,0.25,0.3,0.5,164,0,0,0,0
668,8,0.1,100,5,0.25,75,0.25,0.3,0.5,159,0,0,0,0
669,9,0.1,100,5,0.25,75,0.25,0.3,0.5,182,2163,3.51074896,3356.75,1895.25
670,10,0.1,100,5,0.25,75,0.25,0.3,0.5,73,2065,4.610653753,2499.25,1550.5
671,1,0.2,100,5,0.25,75,0.25,0.3,0.5,232,0,0,0,0
672,2,0.2,100,5,0.25,75,0.25,0.3,0.5,476,2057,4.633568303,3492.5,2480.75
673,3,0.2,100,5,0.25,75,0.25,0.3,0.5,238,2189,1.663088168,2704.25,2267.75
674,4,0.2,100,5,0.25,75,0.25,0.3,0.5,123,0,0,0,0
675,5,0.2,100,5,0.25,75,0.25,0.3,0.5,711,0,0,0,0
676,6,0.2,100,5,0.25,75,0.25,0.3,0.5,419,0,0,0,0
677,7,0.2,100,5,0.25,75,0.25,0.3,0.5,492,2094,3.296561605,2949,2072.5
678,8,0.2,100,5,0.25,75,0.25,0.3,0.5,226,0,0,0,0
679,9,0.2,100,5,0.25,75,0.25,0.3,0.5,119,0,0,0,0
680,10,0.2,100,5,0.25,75,0.25,0.3,0.5,164,0,0,0,0
681,1,0.5,100,5,0.25,75,0.25,0.3,0.5,608,0,0,0,0
682,2,0.5,100,5,0.25,75,0.25,0.3,0.5,545,0,0,0,0
683,3,0.5,100,5,0.25,75,0.25,0.3,0.5,68,2074,7.6274108,3313.25,1587.5
684,4,0.5,100,5,0.25,75,0.25,0.3,0.5,289,2016,4.240823413,3388.25,2070.5
685,5,0.5,100,5,0.25,75,0.25,0.3,0.5,490,0,0,0,0
686,6,0.5,100,5,0.25,75,0.25,0.3,0.5,241,2169,8.08483172,4463,1868.75
687,7,0.5,100,5,0.25,75,0.25,0.3,0.5,95,2006,2.890079761,2424.75,1576.25
688,8,0.5,100,5,0.25,75,0.25,0.3,0.5,213,0,0,0,0
689,9,0.5,100,5,0.25,75,0.25,0.3,0.5,397,2059,2.61510442,3667.25,2041.5
690,10,0.5,100,5,0.25,75,0.25,0.3,0.5,141,0,0,0,0
691,1,0.1,100,5,0.5,75,0.25,0.3,0.5,83,2051,3.14956119,5463,3531
692,2,0.1,100,5,0.5,75,0.25,0.3,0.5,97,2080,5.473677885,6191.5,3617
693,3,0.1,100,5,0.5,75,0.25,0.3,0.5,139,2010,4.927985075,5030.5,3547
694,4,0.1,100,5,0.5,75,0.25,0.3,0.5,60,2096,8.401836832,6136.5,3928
695,5,0.1,100,5,0.5,75,0.25,0.3,0.5,101,2026,9.423000987,7404,3729
696,6,0.1,100,5,0.5,75,0.25,0.3,0.5,52,2060,12.86662621,7364,3598
697,7,0.1,100,5,0.5,75,0.25,0.3,0.5,109,2039,5.601397744,5726.5,3648.5
698,8,0.1,100,5,0.5,75,0.25,0.3,0.5,81,2091,13.81563845,5959,3697
699,9,0.1,100,5,0.5,75,0.25,0.3,0.5,53,2208,4.475883152,5249.5,3616.5
700,10,0.1,100,5,0.5,75,0.25,0.3,0.5,55,2133,5.082161275,5694.5,3003.5
701,1,0.2,100,5,0.5,75,0.25,0.3,0.5,105,2090,2.886961722,5679.5,4343.5
702,2,0.2,100,5,0.5,75,0.25,0.3,0.5,85,2171,10.41121603,7191.5,4085.5
703,3,0.2,100,5,0.5,75,0.25,0.3,0.5,42,2097,8.469718646,5080.5,3145.5
704,4,0.2,100,5,0.5,75,0.25,0.3,0.5,53,2105,4.37327791,4168.5,3092.5
705,5,0.2,100,5,0.5,75,0.25,0.3,0.5,101,2009,10.06396217,7044.5,4461
706,6,0.2,100,5,0.5,75,0.25,0.3,0.5,47,2099,6.588494521,5134.5,3313.5
707,7,0.2,100,5,0.5,75,0.25,0.3,0.5,63,2207,10.67365202,9506.5,3984.5
708,8,0.2,100,5,0.5,75,0.25,0.3,0.5,96,2041,3.980646742,4523.5,3249
709,9,0.2,100,5,0.5,75,0.25,0.3,0.5,50,2242,9.071587868,6452,3263
710,10,0.2,100,5,0.5,75,0.25,0.3,0.5,70,2068,10.51595745,7642.5,3631
711,1,0.5,100,5,0.5,75,0.25,0.3,0.5,125,2235,6.37852349,5451.5,3471.5
712,2,0.5,100,5,0.5,75,0.25,0.3,0.5,74,2024,8.545331028,6360.5,3693
713,3,0.5,100,5,0.5,75,0.25,0.3,0.5,37,2052,5.81457115,4060.5,2892.5
714,4,0.5,100,5,0.5,75,0.25,0.3,0.5,55,2130,9.139553991,6471.5,3595
715,5,0.5,100,5,0.5,75,0.25,0.3,0.5,96,2076,6.40161368,6496,4011.5
716,6,0.5,100,5,0.5,75,0.25,0.3,0.5,52,2092,6.859106119,5629.5,3145.5
717,7,0.5,100,5,0.5,75,0.25,0.3,0.5,71,2222,11.88647615,7622,3909.5
718,8,0.5,100,5,0.5,75,0.25,0.3,0.5,78,2002,5.191683317,5405.5,3731
719,9,0.5,100,5,0.5,75,0.25,0.3,0.5,56,2063,6.431410567,6480,3881
720,10,0.5,100,5,0.5,75,0.25,0.3,0.5,71,2022,7.009643917,5871,2979
721,1,0.1,100,5,0.1,75,0.1,0.5,0.5,105,0,0,0,0
722,2,0.1,100,5,0.1,75,0.1,0.5,0.5,78,0,0,0,0
723,3,0.1,100,5,0.1,75,0.1,0.5,0.5,162,0,0,0,0
724,4,0.1,100,5,0.1,75,0.1,0.5,0.5,92,0,0,0,0
725,5,0.1,100,5,0.1,75,0.1,0.5,0.5,156,0,0,0,0
726,6,0.1,100,5,0.1,75,0.1,0.5,0.5,77,0,0,0,0
727,7,0.1,100,5,0.1,75,0.1,0.5,0.5,152,0,0,0,0
728,8,0.1,100,5,0.1,75,0.1,0.5,0.5,126,0,0,0,0
729,9,0.1,100,5,0.1,75,0.1,0.5,0.5,103,0,0,0,0
730,10,0.1,100,5,0.1,75,0.1,0.5,0.5,123,0,0,0,0
731,1,0.2,100,5,0.1,75,0.1,0.5,0.5,94,0,0,0,0
732,2,0.2,100,5,0.1,75,0.1,0.5,0.5,262,0,0,0,0
733,3,0.2,100,5,0.1,75,0.1,0.5,0.5,165,0,0,0,0
734,4,0.2,100,5,0.1,75,0.1,0.5,0.5,171,0,0,0,0
735,5,0.2,100,5,0.1,75,0.1,0.5,0.5,152,0,0,0,0
736,6,0.2,100,5,0.1,75,0.1,0.5,0.5,115,0,0,0,0
737,7,0.2,100,5,0.1,75,0.1,0.5,0.5,81,0,0,0,0
738,8,0.2,100,5,0.1,75,0.1,0.5,0.5,94,0,0,0,0
739,9,0.2,100,5,0.1,75,0.1,0.5,0.5,153,0,0,0,0
740,10,0.2,100,5,0.1,75,0.1,0.5,0.5,153,0,0,0,0
741,1,0.5,100,5,0.1,75,0.1,0.5,0.5,155,0,0,0,0
742,2,0.5,100,5,0.1,75,0.1,0.5,0.5,113,0,0,0,0
743,3,0.5,100,5,0.1,75,0.1,0.5,0.5,234,0,0,0,0
744,4,0.5,100,5,0.1,75,0.1,0.5,0.5,199,0,0,0,0
745,5,0.5,100,5,0.1,75,0.1,0.5,0.5,366,0,0,0,0
746,6,0.5,100,5,0.1,75,0.1,0.5,0.5,131,0,0,0,0
747,7,0.5,100,5,0.1,75,0.1,0.5,0.5,229,0,0,0,0
748,8,0.5,100,5,0.1,75,0.1,0.5,0.5,82,0,0,0,0
749,9,0.5,100,5,0.1,75,0.1,0.5,0.5,201,0,0,0,0
750,10,0.5,100,5,0.1,75,0.1,0.5,0.5,222,0,0,0,0
751,1,0.1,100,5,0.25,75,0.1,0.5,0.5,67,2156,15.59619666,4799.75,2071
752,2,0.1,100,5,0.25,75,0.1,0.5,0.5,122,2171,10.92137264,3924.5,1623.25
753,3,0.1,100,5,0.25,75,0.1,0.5,0.5,47,2117,3.205455834,2614.75,1631.25
754,4,0.1,100,5,0.25,75,0.1,0.5,0.5,60,2112,11.82175663,3937.5,1979.25
755,5,0.1,100,5,0.25,75,0.1,0.5,0.5,70,2142,13.80887021,5390,2067.25
756,6,0.1,100,5,0.25,75,0.1,0.5,0.5,80,2161,8.99278112,4106,1740.75
757,7,0.1,100,5,0.25,75,0.1,0.5,0.5,75,2074,3.503567985,2341.75,1795.25
758,8,0.1,100,5,0.25,75,0.1,0.5,0.5,65,2075,12.56496386,4971.5,2040
759,9,0.1,100,5,0.25,75,0.1,0.5,0.5,44,2092,4.916108987,3026.75,1735.75
760,10,0.1,100,5,0.25,75,0.1,0.5,0.5,37,2230,4.005179372,3413.25,1761.75
761,1,0.2,100,5,0.25,75,0.1,0.5,0.5,66,2154,5.959261838,3544.25,1562.25
762,2,0.2,100,5,0.25,75,0.1,0.5,0.5,80,2172,10.59141344,4083.5,1752.25
763,3,0.2,100,5,0.25,75,0.1,0.5,0.5,90,2048,17.25776367,4811.25,1878
764,4,0.2,100,5,0.25,75,0.1,0.5,0.5,63,2074,7.849300868,3745.75,1717.25
765,5,0.2,100,5,0.25,75,0.1,0.5,0.5,46,2172,3.621362799,2697.5,1726.5
766,6,0.2,100,5,0.25,75,0.1,0.5,0.5,62,2047,11.87164143,4988.75,1839.25
767,7,0.2,100,5,0.25,75,0.1,0.5,0.5,70,2042,10.15352595,3322,1736.25
768,8,0.2,100,5,0.25,75,0.1,0.5,0.5,52,2119,4.536314299,2512.25,1518.5
769,9,0.2,100,5,0.25,75,0.1,0.5,0.5,123,2109,9.230322428,5113.25,2316.75
770,10,0.2,100,5,0.25,75,0.1,0.5,0.5,41,2053,4.746054554,2909,1625.5
771,1,0.5,100,5,0.25,75,0.1,0.5,0.5,90,2033,9.928996557,3559,1576
772,2,0.5,100,5,0.25,75,0.1,0.5,0.5,80,2240,8.620379464,3544.25,1574.25
773,3,0.5,100,5,0.25,75,0.1,0.5,0.5,54,2169,6.649308437,3775.75,1484.5
774,4,0.5,100,5,0.25,75,0.1,0.5,0.5,64,2020,15.15457921,5836.5,2264.75
775,5,0.5,100,5,0.25,75,0.1,0.5,0.5,57,2051,8.02574354,4460.5,1771.75
776,6,0.5,100,5,0.25,75,0.1,0.5,0.5,65,2116,12.80035444,5131,1691.25
777,7,0.5,100,5,0.25,75,0.1,0.5,0.5,74,2058,10.97847425,3480.5,1530.5
778,8,0.5,100,5,0.25,75,0.1,0.5,0.5,62,2001,10.69775112,3873,1357.25
779,9,0.5,100,5,0.25,75,0.1,0.5,0.5,61,2034,3.115978368,2259.75,1499.25
780,10,0.5,100,5,0.25,75,0.1,0.5,0.5,53,2293,7.323680768,4749,2025.5
781,1,0.1,100,5,0.5,75,0.1,0.5,0.5,53,2134,16.48420806,8077.5,3402
782,2,0.1,100,5,0.5,75,0.1,0.5,0.5,63,2101,14.91266064,5970,3022.5
783,3,0.1,100,5,0.5,75,0.1,0.5,0.5,35,2078,7.699037536,5985.5,3373.5
784,4,0.1,100,5,0.5,75,0.1,0.5,0.5,42,2010,14.05646766,6051.5,3118
785,5,0.1,100,5,0.5,75,0.1,0.5,0.5,43,2130,21.54338028,10606,4243.5
786,6,0.1,100,5,0.5,75,0.1,0.5,0.5,46,2101,33.78319848,14921,4004.5
787,7,0.1,100,5,0.5,75,0.1,0.5,0.5,40,2076,13.93704239,5706,2719
788,8,0.1,100,5,0.5,75,0.1,0.5,0.5,74,2089,27.49818095,7909,3369.5
789,9,0.1,100,5,0.5,75,0.1,0.5,0.5,42,2011,11.58170065,6614,3638.5
790,10,0.1,100,5,0.5,75,0.1,0.5,0.5,44,2043,11.84410181,8652,3532
791,1,0.2,100,5,0.5,75,0.1,0.5,0.5,51,2217,26.76811006,8773,3321.5
792,2,0.2,100,5,0.5,75,0.1,0.5,0.5,72,2104,35.85218631,9816,3805
793,3,0.2,100,5,0.5,75,0.1,0.5,0.5,37,2106,12.64188034,4895.5,3202
794,4,0.2,100,5,0.5,75,0.1,0.5,0.5,51,2014,38.13336643,14197,3951
795,5,0.2,100,5,0.5,75,0.1,0.5,0.5,38,2113,8.482489352,4725.5,3129.5
796,6,0.2,100,5,0.5,75,0.1,0.5,0.5,40,2034,11.77291052,7374.5,3389.5
797,7,0.2,100,5,0.5,75,0.1,0.5,0.5,42,2285,10.28849015,7043,3569
798,8,0.2,100,5,0.5,75,0.1,0.5,0.5,63,2122,19.93473139,8966.5,3644.5
799,9,0.2,100,5,0.5,75,0.1,0.5,0.5,49,2105,19.80522565,9356.5,4027.5
800,10,0.2,100,5,0.5,75,0.1,0.5,0.5,43,2245,21.17804009,8987,3963.5
801,1,0.5,100,5,0.5,75,0.1,0.5,0.5,45,2039,14.19602746,8113,3444
802,2,0.5,100,5,0.5,75,0.1,0.5,0.5,60,2030,17.02512315,7254,3291
803,3,0.5,100,5,0.5,75,0.1,0.5,0.5,43,2142,15.18235294,7045,3684
804,4,0.5,100,5,0.5,75,0.1,0.5,0.5,39,2190,20.09050228,8542,3316
805,5,0.5,100,5,0.5,75,0.1,0.5,0.5,45,2220,14.98626126,8307.5,3602.5
806,6,0.5,100,5,0.5,75,0.1,0.5,0.5,53,2006,13.95702891,5609,2901.5
807,7,0.5,100,5,0.5,75,0.1,0.5,0.5,34,2044,8.104500978,4509,2887
808,8,0.5,100,5,0.5,75,0.1,0.5,0.5,57,2150,19.90023256,10191,3250.5
809,9,0.5,100,5,0.5,75,0.1,0.5,0.5,48,2040,16.73039216,7126.5,2955.5
810,10,0.5,100,5,0.5,75,0.1,0.5,0.5,41,2181,9.720265933,6691.5,3486
811,1,0.1,100,5,0.1,75,0.25,0.5,0.5,140,0,0,0,0
812,2,0.1,100,5,0.1,75,0.25,0.5,0.5,75,0,0,0,0
813,3,0.1,100,5,0.1,75,0.25,0.5,0.5,80,0,0,0,0
814,4,0.1,100,5,0.1,75,0.25,0.5,0.5,83,0,0,0,0
815,5,0.1,100,5,0.1,75,0.25,0.5,0.5,83,0,0,0,0
816,6,0.1,100,5,0.1,75,0.25,0.5,0.5,84,0,0,0,0
817,7,0.1,100,5,0.1,75,0.25,0.5,0.5,82,0,0,0,0
818,8,0.1,100,5,0.1,75,0.25,0.5,0.5,80,0,0,0,0
819,9,0.1,100,5,0.1,75,0.25,0.5,0.5,83,0,0,0,0
820,10,0.1,100,5,0.1,75,0.25,0.5,0.5,83,0,0,0,0
821,1,0.2,100,5,0.1,75,0.25,0.5,0.5,76,0,0,0,0
822,2,0.2,100,5,0.1,75,0.25,0.5,0.5,85,0,0,0,0
823,3,0.2,100,5,0.1,75,0.25,0.5,0.5,76,0,0,0,0
824,4,0.2,100,5,0.1,75,0.25,0.5,0.5,108,0,0,0,0
825,5,0.2,100,5,0.1,75,0.25,0.5,0.5,75,0,0,0,0
826,6,0.2,100,5,0.1,75,0.25,0.5,0.5,117,0,0,0,0
827,7,0.2,100,5,0.1,75,0.25,0.5,0.5,82,0,0,0,0
828,8,0.2,100,5,0.1,75,0.25,0.5,0.5,77,0,0,0,0
829,9,0.2,100,5,0.1,75,0.25,0.5,0.5,78,0,0,0,0
830,10,0.2,100,5,0.1,75,0.25,0.5,0.5,96,0,0,0,0
831,1,0.5,100,5,0.1,75,0.25,0.5,0.5,76,0,0,0,0
832,2,0.5,100,5,0.1,75,0.25,0.5,0.5,78,0,0,0,0
833,3,0.5,100,5,0.1,75,0.25,0.5,0.5,78,0,0,0,0
834,4,0.5,100,5,0.1,75,0.25,0.5,0.5,122,0,0,0,0
835,5,0.5,100,5,0.1,75,0.25,0.5,0.5,82,0,0,0,0
836,6,0.5,100,5,0.1,75,0.25,0.5,0.5,82,0,0,0,0
837,7,0.5,100,5,0.1,75,0.25,0.5,0.5,77,0,0,0,0
838,8,0.5,100,5,0.1,75,0.25,0.5,0.5,74,0,0,0,0
839,9,0.5,100,5,0.1,75,0.25,0.5,0.5,80,0,0,0,0
840,10,0.5,100,5,0.1,75,0.25,0.5,0.5,79,0,0,0,0
841,1,0.1,100,5,0.25,75,0.25,0.5,0.5,181,2054,10.61112463,4348,2345.5
842,2,0.1,100,5,0.25,75,0.25,0.5,0.5,169,2108,13.65441176,4164.5,2385.5
843,3,0.1,100,5,0.25,75,0.25,0.5,0.5,104,2019,11.08073304,3741.5,1729.75
844,4,0.1,100,5,0.25,75,0.25,0.5,0.5,96,2124,3.925612053,2808.75,1857.75
845,5,0.1,100,5,0.25,75,0.25,0.5,0.5,231,2087,11.91530906,4086.75,1972.5
846,6,0.1,100,5,0.25,75,0.25,0.5,0.5,97,2080,6.543629808,3559.75,1899
847,7,0.1,100,5,0.25,75,0.25,0.5,0.5,160,2047,15.6044211,5042,2021.5
848,8,0.1,100,5,0.25,75,0.25,0.5,0.5,131,2086,20.79805849,6386.5,2086.5
849,9,0.1,100,5,0.25,75,0.25,0.5,0.5,162,2238,16.62868633,5250.25,1905.5
850,10,0.1,100,5,0.25,75,0.25,0.5,0.5,110,2121,8.366572372,4106.5,1740.75
851,1,0.2,100,5,0.25,75,0.25,0.5,0.5,99,2128,16.96921992,4713.25,1910
852,2,0.2,100,5,0.25,75,0.25,0.5,0.5,110,2089,7.236955481,3594.25,2000.5
853,3,0.2,100,5,0.25,75,0.25,0.5,0.5,70,2100,4.153333333,3314.5,1602
854,4,0.2,100,5,0.25,75,0.25,0.5,0.5,82,2098,5.245471878,2787.5,1713
855,5,0.2,100,5,0.25,75,0.25,0.5,0.5,257,2073,6.74011095,4682.25,2263.5
856,6,0.2,100,5,0.25,75,0.25,0.5,0.5,83,2171,10.80665592,3546.75,1734.75
857,7,0.2,100,5,0.25,75,0.25,0.5,0.5,89,2094,5.467048711,2752.75,1599
858,8,0.2,100,5,0.25,75,0.25,0.5,0.5,273,2188,6.654021938,4232.5,2226.5
859,9,0.2,100,5,0.25,75,0.25,0.5,0.5,96,2124,5.626294727,3260.75,1950.75
860,10,0.2,100,5,0.25,75,0.25,0.5,0.5,97,2082,4.782300672,2897.75,1603.5
861,1,0.5,100,5,0.25,75,0.25,0.5,0.5,125,2060,7.244174757,3869.75,1740.25
862,2,0.5,100,5,0.25,75,0.25,0.5,0.5,198,2149,15.80653792,6367.75,2545.25
863,3,0.5,100,5,0.25,75,0.25,0.5,0.5,103,2136,10.40004682,4113.75,1792
864,4,0.5,100,5,0.25,75,0.25,0.5,0.5,92,2015,12.54255583,3900.5,1535
865,5,0.5,100,5,0.25,75,0.25,0.5,0.5,134,2093,7.537744864,3328,2234
866,6,0.5,100,5,0.25,75,0.25,0.5,0.5,107,2151,4.777894003,3304,1859.5
867,7,0.5,100,5,0.25,75,0.25,0.5,0.5,160,2265,11.28863135,4108.75,2046.5
868,8,0.5,100,5,0.25,75,0.25,0.5,0.5,122,2023,8.781141869,4277,2159.75
869,9,0.5,100,5,0.25,75,0.25,0.5,0.5,67,2169,7.637736284,4234.25,1933
870,10,0.5,100,5,0.25,75,0.25,0.5,0.5,112,2004,6.573727545,3338,1576
871,1,0.1,100,5,0.5,75,0.25,0.5,0.5,64,2070,20.68586957,12207,4478
872,2,0.1,100,5,0.5,75,0.25,0.5,0.5,64,2083,15.9518723,6933,3732.5
873,3,0.1,100,5,0.5,75,0.25,0.5,0.5,49,2069,9.015708072,5513,3476.5
874,4,0.1,100,5,0.5,75,0.25,0.5,0.5,72,2034,26.20218781,9486,4310
875,5,0.1,100,5,0.5,75,0.25,0.5,0.5,99,2110,19.79348341,10135.5,4104
876,6,0.1,100,5,0.5,75,0.25,0.5,0.5,49,2221,22.50405223,7749.5,3239.5
877,7,0.1,100,5,0.5,75,0.25,0.5,0.5,52,2239,11.11255025,7446.5,4061.5
878,8,0.1,100,5,0.5,75,0.25,0.5,0.5,84,2146,15.07746971,7276.5,3488.5
879,9,0.1,100,5,0.5,75,0.25,0.5,0.5,48,2156,16.72391002,9564,3313
880,10,0.1,100,5,0.5,75,0.25,0.5,0.5,50,2011,28.05743411,8069.5,3223
881,1,0.2,100,5,0.5,75,0.25,0.5,0.5,60,2193,16.80312358,7205,4032
882,2,0.2,100,5,0.5,75,0.25,0.5,0.5,66,2191,12.8767686,7690.5,3843
883,3,0.2,100,5,0.5,75,0.25,0.5,0.5,40,2078,11.05618383,8349,3853
884,4,0.2,100,5,0.5,75,0.25,0.5,0.5,59,2031,17.23719842,8299.5,3719.5
885,5,0.2,100,5,0.5,75,0.25,0.5,0.5,109,2066,42.11410939,12195.5,4675.5
886,6,0.2,100,5,0.5,75,0.25,0.5,0.5,44,2024,13.31966403,6783,3419
887,7,0.2,100,5,0.5,75,0.25,0.5,0.5,70,2085,18.31270983,7159.5,3709.5
888,8,0.2,100,5,0.5,75,0.25,0.5,0.5,78,2235,17.16387025,7551.5,4060.5
889,9,0.2,100,5,0.5,75,0.25,0.5,0.5,46,2015,12.6057072,6926.5,3314
890,10,0.2,100,5,0.5,75,0.25,0.5,0.5,59,2178,28.90197429,9518,3768
891,1,0.5,100,5,0.5,75,0.25,0.5,0.5,78,2085,20.4823741,8123.5,3924
892,2,0.5,100,5,0.5,75,0.25,0.5,0.5,86,2072,13.78957529,6333,3692.5
893,3,0.5,100,5,0.5,75,0.25,0.5,0.5,45,2107,21.59183673,8215.5,3560
894,4,0.5,100,5,0.5,75,0.25,0.5,0.5,55,2094,17.51420726,8380,3843
895,5,0.5,100,5,0.5,75,0.25,0.5,0.5,79,2061,10.02025716,5369,3239
896,6,0.5,100,5,0.5,75,0.25,0.5,0.5,52,2221,20.41085097,8810,3901.5
897,7,0.5,100,5,0.5,75,0.25,0.5,0.5,50,2018,27.66105055,11054.5,4030.5
898,8,0.5,100,5,0.5,75,0.25,0.5,0.5,74,2175,19.74885057,6276.5,3796.5
899,9,0.5,100,5,0.5,75,0.25,0.5,0.5,69,2225,28.74921348,13633.5,4056.5
900,10,0.5,100,5,0.5,75,0.25,0.5,0.5,46,2061,8.802037846,5243.5,3238.5
901,1,0.1,100,5,0.1,75,0.1,0,1,999,21,1.942857143,0,0
902,2,0.1,100,5,0.1,75,0.1,0,1,999,73,1.575342466,6.1,6.1
903,3,0.1,100,5,0.1,75,0.1,0,1,999,4,1.175,0,0
904,4,0.1,100,5,0.1,75,0.1,0,1,596,0,0,0,0
905,5,0.1,100,5,0.1,75,0.1,0,1,124,0,0,0,0
906,6,0.1,100,5,0.1,75,0.1,0,1,209,0,0,0,0
907,7,0.1,100,5,0.1,75,0.1,0,1,304,0,0,0,0
908,8,0.1,100,5,0.1,75,0.1,0,1,786,0,0,0,0
909,9,0.1,100,5,0.1,75,0.1,0,1,508,0,0,0,0
910,10,0.1,100,5,0.1,75,0.1,0,1,256,0,0,0,0
911,1,0.2,100,5,0.1,75,0.1,0,1,999,131,1.396946565,0,0
912,2,0.2,100,5,0.1,75,0.1,0,1,999,106,1.595283019,8.1,8.1
913,3,0.2,100,5,0.1,75,0.1,0,1,891,0,0,0,0
914,4,0.2,100,5,0.1,75,0.1,0,1,764,0,0,0,0
915,5,0.2,100,5,0.1,75,0.1,0,1,999,106,1.460377358,6,6
916,6,0.2,100,5,0.1,75,0.1,0,1,999,53,1.735849057,0,0
917,7,0.2,100,5,0.1,75,0.1,0,1,681,0,0,0,0
918,8,0.2,100,5,0.1,75,0.1,0,1,546,0,0,0,0
919,9,0.2,100,5,0.1,75,0.1,0,1,210,0,0,0,0
920,10,0.2,100,5,0.1,75,0.1,0,1,175,0,0,0,0
921,1,0.5,100,5,0.1,75,0.1,0,1,999,329,1.466261398,0,0
922,2,0.5,100,5,0.1,75,0.1,0,1,999,428,1.461214953,37.1,37.1
923,3,0.5,100,5,0.1,75,0.1,0,1,999,115,1.680869565,10.1,10.1
924,4,0.5,100,5,0.1,75,0.1,0,1,999,53,1.747169811,0,0
925,5,0.5,100,5,0.1,75,0.1,0,1,999,298,1.526174497,0,0
926,6,0.5,100,5,0.1,75,0.1,0,1,999,80,1.57125,6.4,6.4
927,7,0.5,100,5,0.1,75,0.1,0,1,999,268,1.568656716,0,0
928,8,0.5,100,5,0.1,75,0.1,0,1,999,81,1.609876543,7,7
929,9,0.5,100,5,0.1,75,0.1,0,1,999,186,1.383870968,15.1,15.1
930,10,0.5,100,5,0.1,75,0.1,0,1,446,0,0,0,0
931,1,0.1,100,5,0.25,75,0.1,0,1,999,21,1.942857143,0,0
932,2,0.1,100,5,0.25,75,0.1,0,1,999,73,1.575342466,15.25,15.25
933,3,0.1,100,5,0.25,75,0.1,0,1,999,41,1.285365854,0,0
934,4,0.1,100,5,0.25,75,0.1,0,1,596,0,0,0,0
935,5,0.1,100,5,0.25,75,0.1,0,1,124,0,0,0,0
936,6,0.1,100,5,0.25,75,0.1,0,1,209,0,0,0,0
937,7,0.1,100,5,0.25,75,0.1,0,1,304,0,0,0,0
938,8,0.1,100,5,0.25,75,0.1,0,1,786,0,0,0,0
939,9,0.1,100,5,0.25,75,0.1,0,1,508,0,0,0,0
940,10,0.1,100,5,0.25,75,0.1,0,1,256,0,0,0,0
941,1,0.2,100,5,0.25,75,0.1,0,1,999,131,1.396946565,0,0
942,2,0.2,100,5,0.25,75,0.1,0,1,999,182,1.428021978,38.75,38.75
943,3,0.2,100,5,0.25,75,0.1,0,1,891,0,0,0,0
944,4,0.2,100,5,0.25,75,0.1,0,1,999,4,1.125,0,0
945,5,0.2,100,5,0.25,75,0.1,0,1,999,106,1.460377358,15,15
946,6,0.2,100,5,0.25,75,0.1,0,1,999,53,1.735849057,0,0
947,7,0.2,100,5,0.25,75,0.1,0,1,681,0,0,0,0
