run,seed,regeneration-rate,num-turtles,search-radius,knowledge-gain,old-age,metabolism,shock-prob,reproduction-cost,[steps],numTurtles,meanFood,totKnowledge,knowledgeTranferred
323,3,0.5,100,5,0.25,75,0.25,0.1,0.5,46,0,0,0,0
324,4,0.5,100,5,0.25,75,0.25,0.1,0.5,30,0,0,0,0
325,5,0.5,100,5,0.25,75,0.25,0.1,0.5,33,0,0,0,0
326,6,0.5,100,5,0.25,75,0.25,0.1,0.5,36,0,0,0,0
327,7,0.5,100,5,0.25,75,0.25,0.1,0.5,34,0,0,0,0
328,8,0.5,100,5,0.25,75,0.25,0.1,0.5,161,0,0,0,0
329,9,0.5,100,5,0.25,75,0.25,0.1,0.5,38,0,0,0,0
330,10,0.5,100,5,0.25,75,0.25,0.1,0.5,42,0,0,0,0
331,1,0.1,100,5,0.5,75,0.25,0.1,0.5,82,0,0,0,0
332,2,0.1,100,5,0.5,75,0.25,0.1,0.5,40,0,0,0,0
333,3,0.1,100,5,0.5,75,0.25,0.1,0.5,81,0,0,0,0
334,4,0.1,100,5,0.5,75,0.25,0.1,0.5,37,0,0,0,0
335,5,0.1,100,5,0.5,75,0.25,0.1,0.5,72,0,0,0,0
336,6,0.1,100,5,0.5,75,0.25,0.1,0.5,47,0,0,0,0
337,7,0.1,100,5,0.5,75,0.25,0.1,0.5,75,0,0,0,0
338,8,0.1,100,5,0.5,75,0.25,0.1,0.5,80,0,0,0,0
339,9,0.1,100,5,0.5,75,0.25,0.1,0.5,129,0,0,0,0
340,10,0.1,100,5,0.5,75,0.25,0.1,0.5,66,0,0,0,0
341,1,0.2,100,5,0.5,75,0.25,0.1,0.5,75,0,0,0,0
342,2,0.2,100,5,0.5,75,0.25,0.1,0.5,29,0,0,0,0
343,3,0.2,100,5,0.5,75,0.25,0.1,0.5,103,0,0,0,0
344,4,0.2,100,5,0.5,75,0.25,0.1,0.5,54,0,0,0,0
345,5,0.2,100,5,0.5,75,0.25,0.1,0.5,57,0,0,0,0
346,6,0.2,100,5,0.5,75,0.25,0.1,0.5,35,0,0,0,0
347,7,0.2,100,5,0.5,75,0.25,0.1,0.5,89,0,0,0,0
348,8,0.2,100,5,0.5,75,0.25,0.1,0.5,137,0,0,0,0
349,9,0.2,100,5,0.5,75,0.25,0.1,0.5,46,0,0,0,0
350,10,0.2,100,5,0.5,75,0.25,0.1,0.5,78,0,0,0,0
351,1,0.5,100,5,0.5,75,0.25,0.1,0.5,32,0,0,0,0
352,2,0.5,100,5,0.5,75,0.25,0.1,0.5,97,0,0,0,0
353,3,0.5,100,5,0.5,75,0.25,0.1,0.5,321,0,0,0,0
354,4,0.5,100,5,0.5,75,0.25,0.1,0.5,167,0,0,0,0
355,5,0.5,100,5,0.5,75,0.25,0.1,0.5,33,0,0,0,0
356,6,0.5,100,5,0.5,75,0.25,0.1,0.5,58,0,0,0,0
357,7,0.5,100,5,0.5,75,0.25,0.1,0.5,41,0,0,0,0
358,8,0.5,100,5,0.5,75,0.25,0.1,0.5,57,0,0,0,0
359,9,0.5,100,5,0.5,75,0.25,0.1,0.5,37,0,0,0,0
360,10,0.5,100,5,0.5,75,0.25,0.1,0.5,39,0,0,0,0
361,1,0.1,100,5,0.1,75,0.1,0.2,0.5,59,0,0,0,0
362,2,0.1,100,5,0.1,75,0.1,0.2,0.5,103,0,0,0,0
363,3,0.1,100,5,0.1,75,0.1,0.2,0.5,108,0,0,0,0
364,4,0.1,100,5,0.1,75,0.1,0.2,0.5,78,0,0,0,0
365,5,0.1,100,5,0.1,75,0.1,0.2,0.5,123,0,0,0,0
366,6,0.1,100,5,0.1,75,0.1,0.2,0.5,133,0,0,0,0
367,7,0.1,100,5,0.1,75,0.1,0.2,0.5,100,0,0,0,0
368,8,0.1,100,5,0.1,75,0.1,0.2,0.5,81,0,0,0,0
369,9,0.1,100,5,0.1,75,0.1,0.2,0.5,194,0,0,0,0
370,10,0.1,100,5,0.1,75,0.1,0.2,0.5,123,0,0,0,0
371,1,0.2,100,5,0.1,75,0.1,0.2,0.5,112,0,0,0,0
372,2,0.2,100,5,0.1,75,0.1,0.2,0.5,99,0,0,0,0
373,3,0.2,100,5,0.1,75,0.1,0.2,0.5,130,0,0,0,0
374,4,0.2,100,5,0.1,75,0.1,0.2,0.5,91,0,0,0,0
375,5,0.2,100,5,0.1,75,0.1,0.2,0.5,168,0,0,0,0
376,6,0.2,100,5,0.1,75,0.1,0.2,0.5,97,0,0,0,0
377,7,0.2,100,5,0.1,75,0.1,0.2,0.5,111,0,0,0,0
378,8,0.2,100,5,0.1,75,0.1,0.2,0.5,106,0,0,0,0
379,9,0.2,100,5,0.1,75,0.1,0.2,0.5,115,0,0,0,0
380,10,0.2,100,5,0.1,75,0.1,0.2,0.5,108,0,0,0,0
381,1,0.5,100,5,0.1,75,0.1,0.2,0.5,159,0,0,0,0
382,2,0.5,100,5,0.1,75,0.1,0.2,0.5,99,0,0,0,0
383,3,0.5,100,5,0.1,75,0.1,0.2,0.5,241,0,0,0,0
384,4,0.5,100,5,0.1,75,0.1,0.2,0.5,76,0,0,0,0
385,5,0.5,100,5,0.1,75,0.1,0.2,0.5,106,0,0,0,0
386,6,0.5,100,5,0.1,75,0.1,0.2,0.5,325,0,0,0,0
387,7,0.5,100,5,0.1,75,0.1,0.2,0.5,116,0,0,0,0
388,8,0.5,100,5,0.1,75,0.1,0.2,0.5,106,0,0,0,0
389,9,0.5,100,5,0.1,75,0.1,0.2,0.5,157,0,0,0,0
390,10,0.5,100,5,0.1,75,0.1,0.2,0.5,127,0,0,0,0
391,1,0.1,100,5,0.25,75,0.1,0.2,0.5,104,2118,1.753116147,2795,2239.25
392,2,0.1,100,5,0.25,75,0.1,0.2,0.5,159,2054,1.879649464,2166.75,1979
393,3,0.1,100,5,0.25,75,0.1,0.2,0.5,110,2114,4.041840114,2465.75,2096.25
394,4,0.1,100,5,0.25,75,0.1,0.2,0.5,197,0,0,0,0
395,5,0.1,100,5,0.25,75,0.1,0.2,0.5,192,2085,1.931342926,2659.5,2313
396,6,0.1,100,5,0.25,75,0.1,0.2,0.5,133,2116,2.021573724,3765.5,2000.5
397,7,0.1,100,5,0.25,75,0.1,0.2,0.5,603,0,0,0,0
398,8,0.1,100,5,0.25,75,0.1,0.2,0.5,117,0,0,0,0
399,9,0.1,100,5,0.25,75,0.1,0.2,0.5,263,2054,1.772419669,2830.5,2147.25
400,10,0.1,100,5,0.25,75,0.1,0.2,0.5,129,2233,3.110232871,2549.5,2047
401,1,0.2,100,5,0.25,75,0.1,0.2,0.5,135,2043,3.004894763,4271.25,2220.25
402,2,0.2,100,5,0.25,75,0.1,0.2,0.5,85,2208,3.255480072,3039.25,2090
403,3,0.2,100,5,0.25,75,0.1,0.2,0.5,56,2058,1.323347911,1985.75,1765
404,4,0.2,100,5,0.25,75,0.1,0.2,0.5,231,2196,2.897563752,2955.75,2160
405,5,0.2,100,5,0.25,75,0.1,0.2,0.5,149,2050,1.956829268,3106.5,2366.75
406,6,0.2,100,5,0.25,75,0.1,0.2,0.5,91,2021,1.350915388,2584.5,1730.75
407,7,0.2,100,5,0.25,75,0.1,0.2,0.5,189,2077,2.218367838,2597,1735.25
408,8,0.2,100,5,0.25,75,0.1,0.2,0.5,98,2054,4.444182084,3374.25,1796.75
409,9,0.2,100,5,0.25,75,0.1,0.2,0.5,128,2128,1.465390038,2518.25,2386.25
410,10,0.2,100,5,0.25,75,0.1,0.2,0.5,503,0,0,0,0
411,1,0.5,100,5,0.25,75,0.1,0.2,0.5,135,2130,1.83415493,3061.5,2189
412,2,0.5,100,5,0.25,75,0.1,0.2,0.5,90,2249,4.482525567,3761.25,1999.75
413,3,0.5,100,5,0.25,75,0.1,0.2,0.5,45,2093,2.29916388,2306,1640.25
414,4,0.5,100,5,0.25,75,0.1,0.2,0.5,71,2099,3.722224869,2225,1586.75
415,5,0.5,100,5,0.25,75,0.1,0.2,0.5,70,2206,1.743155032,3168.75,1898
416,6,0.5,100,5,0.25,75,0.1,0.2,0.5,129,2085,1.466330935,2124.75,1809.75
417,7,0.5,100,5,0.25,75,0.1,0.2,0.5,134,2051,2.726986836,2442.25,1930.25
418,8,0.5,100,5,0.25,75,0.1,0.2,0.5,213,2103,2.384022825,2906.5,2391.75
419,9,0.5,100,5,0.25,75,0.1,0.2,0.5,172,2043,3.331424376,3067.75,2202.25
420,10,0.5,100,5,0.25,75,0.1,0.2,0.5,74,2112,3.013494318,3381.25,1848
421,1,0.1,100,5,0.5,75,0.1,0.2,0.5,92,2036,3.83388998,5887.5,3858.5
422,2,0.1,100,5,0.5,75,0.1,0.2,0.5,65,2022,4.655835806,6540.5,3063
423,3,0.1,100,5,0.5,75,0.1,0.2,0.5,40,2122,5.108765316,4882.5,3605
424,4,0.1,100,5,0.5,75,0.1,0.2,0.5,74,2007,5.584404584,4551,3899
425,5,0.1,100,5,0.5,75,0.1,0.2,0.5,89,2149,4.767100977,7006.5,3500.5
426,6,0.1,100,5,0.5,75,0.1,0.2,0.5,39,2122,1.767389255,5065,3223.5
427,7,0.1,100,5,0.5,75,0.1,0.2,0.5,41,2074,3.51340405,4563.5,3060
428,8,0.1,100,5,0.5,75,0.1,0.2,0.5,72,2230,3.766547085,3826,3426.5
429,9,0.1,100,5,0.5,75,0.1,0.2,0.5,67,2181,3.771435122,5322,3318
430,10,0.1,100,5,0.5,75,0.1,0.2,0.5,65,2108,2.587618596,5802,3606.5
431,1,0.2,100,5,0.5,75,0.1,0.2,0.5,59,2072,1.985086873,4303,3162.5
432,2,0.2,100,5,0.5,75,0.1,0.2,0.5,61,2120,6.359811321,6597.5,3694.5
433,3,0.2,100,5,0.5,75,0.1,0.2,0.5,40,2058,2.073712342,4499.5,3242
434,4,0.2,100,5,0.5,75,0.1,0.2,0.5,62,2200,5.163681818,6408,4011.5
435,5,0.2,100,5,0.5,75,0.1,0.2,0.5,63,2219,4.729382605,6388,4146.5
436,6,0.2,100,5,0.5,75,0.1,0.2,0.5,63,2134,4.099625117,5411,3393.5
437,7,0.2,100,5,0.5,75,0.1,0.2,0.5,55,2083,3.080892943,5199.5,3170.5
438,8,0.2,100,5,0.5,75,0.1,0.2,0.5,58,2022,1.839020772,3339,2999
439,9,0.2,100,5,0.5,75,0.1,0.2,0.5,67,2008,1.623356574,4362.5,3595.5
440,10,0.2,100,5,0.5,75,0.1,0.2,0.5,46,2009,3.22269786,4768.5,3411
441,1,0.5,100,5,0.5,75,0.1,0.2,0.5,63,2024,3.668231225,4132.5,3285.5
442,2,0.5,100,5,0.5,75,0.1,0.2,0.5,56,2023,2.501977261,3881.5,3014.5
443,3,0.5,100,5,0.5,75,0.1,0.2,0.5,34,2135,3.755362998,5270,3142.5
444,4,0.5,100,5,0.5,75,0.1,0.2,0.5,56,2198,4.428571429,6496,3511.5
445,5,0.5,100,5,0.5,75,0.1,0.2,0.5,50,2137,2.433785681,4186.5,3136
446,6,0.5,100,5,0.5,75,0.1,0.2,0.5,74,2235,6.646532438,7894,3633
447,7,0.5,100,5,0.5,75,0.1,0.2,0.5,47,2115,4.10212766,4789.5,3177.5
448,8,0.5,100,5,0.5,75,0.1,0.2,0.5,59,2137,4.851708002,4931.5,3417.5
449,9,0.5,100,5,0.5,75,0.1,0.2,0.5,49,2112,4.013589015,4185.5,3196
450,10,0.5,100,5,0.5,75,0.1,0.2,0.5,62,2221,7.726069338,6330.5,3371.5
451,1,0.1,100,5,0.1,75,0.25,0.2,0.5,29,0,0,0,0
452,2,0.1,100,5,0.1,75,0.25,0.2,0.5,77,0,0,0,0
453,3,0.1,100,5,0.1,75,0.25,0.2,0.5,84,0,0,0,0
454,4,0.1,100,5,0.1,75,0.25,0.2,0.5,75,0,0,0,0
455,5,0.1,100,5,0.1,75,0.25,0.2,0.5,83,0,0,0,0
456,6,0.1,100,5,0.1,75,0.25,0.2,0.5,55,0,0,0,0
457,7,0.1,100,5,0.1,75,0.25,0.2,0.5,82,0,0,0,0
458,8,0.1,100,5,0.1,75,0.25,0.2,0.5,39,0,0,0,0
459,9,0.1,100,5,0.1,75,0.25,0.2,0.5,83,0,0,0,0
460,10,0.1,100,5,0.1,75,0.25,0.2,0.5,80,0,0,0,0
461,1,0.2,100,5,0.1,75,0.25,0.2,0.5,72,0,0,0,0
462,2,0.2,100,5,0.1,75,0.25,0.2,0.5,81,0,0,0,0
463,3,0.2,100,5,0.1,75,0.25,0.2,0.5,75,0,0,0,0
464,4,0.2,100,5,0.1,75,0.25,0.2,0.5,73,0,0,0,0
465,5,0.2,100,5,0.1,75,0.25,0.2,0.5,35,0,0,0,0
466,6,0.2,100,5,0.1,75,0.25,0.2,0.5,103,0,0,0,0
467,7,0.2,100,5,0.1,75,0.25,0.2,0.5,84,0,0,0,0
468,8,0.2,100,5,0.1,75,0.25,0.2,0.5,45,0,0,0,0
469,9,0.2,100,5,0.1,75,0.25,0.2,0.5,89,0,0,0,0
470,10,0.2,100,5,0.1,75,0.25,0.2,0.5,88,0,0,0,0
471,1,0.5,100,5,0.1,75,0.25,0.2,0.5,82,0,0,0,0
472,2,0.5,100,5,0.1,75,0.25,0.2,0.5,79,0,0,0,0
473,3,0.5,100,5,0.1,75,0.25,0.2,0.5,59,0,0,0,0
474,4,0.5,100,5,0.1,75,0.25,0.2,0.5,83,0,0,0,0
475,5,0.5,100,5,0.1,75,0.25,0.2,0.5,24,0,0,0,0
476,6,0.5,100,5,0.1,75,0.25,0.2,0.5,114,0,0,0,0
477,7,0.5,100,5,0.1,75,0.25,0.2,0.5,68,0,0,0,0
478,8,0.5,100,5,0.1,75,0.25,0.2,0.5,44,0,0,0,0
479,9,0.5,100,5,0.1,75,0.25,0.2,0.5,26,0,0,0,0
480,10,0.5,100,5,0.1,75,0.25,0.2,0.5,79,0,0,0,0
481,1,0.1,100,5,0.25,75,0.25,0.2,0.5,46,0,0,0,0
482,2,0.1,100,5,0.25,75,0.25,0.2,0.5,92,0,0,0,0
483,3,0.1,100,5,0.25,75,0.25,0.2,0.5,79,0,0,0,0
484,4,0.1,100,5,0.25,75,0.25,0.2,0.5,78,0,0,0,0
485,5,0.1,100,5,0.25,75,0.25,0.2,0.5,94,0,0,0,0
486,6,0.1,100,5,0.25,75,0.25,0.2,0.5,178,0,0,0,0
487,7,0.1,100,5,0.25,75,0.25,0.2,0.5,52,0,0,0,0
488,8,0.1,100,5,0.25,75,0.25,0.2,0.5,112,0,0,0,0
489,9,0.1,100,5,0.25,75,0.25,0.2,0.5,88,0,0,0,0
490,10,0.1,100,5,0.25,75,0.25,0.2,0.5,109,0,0,0,0
491,1,0.2,100,5,0.25,75,0.25,0.2,0.5,76,0,0,0,0
492,2,0.2,100,5,0.25,75,0.25,0.2,0.5,86,0,0,0,0
493,3,0.2,100,5,0.25,75,0.25,0.2,0.5,150,0,0,0,0
494,4,0.2,100,5,0.25,75,0.25,0.2,0.5,76,0,0,0,0
495,5,0.2,100,5,0.25,75,0.25,0.2,0.5,122,0,0,0,0
496,6,0.2,100,5,0.25,75,0.25,0.2,0.5,190,0,0,0,0
497,7,0.2,100,5,0.25,75,0.25,0.2,0.5,109,0,0,0,0
498,8,0.2,100,5,0.25,75,0.25,0.2,0.5,84,0,0,0,0
499,9,0.2,100,5,0.25,75,0.25,0.2,0.5,69,0,0,0,0
500,10,0.2,100,5,0.25,75,0.25,0.2,0.5,94,0,0,0,0
501,1,0.5,100,5,0.25,75,0.25,0.2,0.5,49,0,0,0,0
502,2,0.5,100,5,0.25,75,0.25,0.2,0.5,99,0,0,0,0
503,3,0.5,100,5,0.25,75,0.25,0.2,0.5,78,0,0,0,0
504,4,0.5,100,5,0.25,75,0.25,0.2,0.5,80,0,0,0,0
505,5,0.5,100,5,0.25,75,0.25,0.2,0.5,28,0,0,0,0
506,6,0.5,100,5,0.25,75,0.25,0.2,0.5,124,0,0,0,0
507,7,0.5,100,5,0.25,75,0.25,0.2,0.5,200,0,0,0,0
508,8,0.5,100,5,0.25,75,0.25,0.2,0.5,89,0,0,0,0
509,9,0.5,100,5,0.25,75,0.25,0.2,0.5,34,0,0,0,0
510,10,0.5,100,5,0.25,75,0.25,0.2,0.5,149,0,0,0,0
511,1,0.1,100,5,0.5,75,0.25,0.2,0.5,107,2111,4.203339649,4672,3825.5
512,2,0.1,100,5,0.5,75,0.25,0.2,0.5,182,0,0,0,0
513,3,0.1,100,5,0.5,75,0.25,0.2,0.5,124,2022,7.775346192,7089.5,4621.5
514,4,0.1,100,5,0.5,75,0.25,0.2,0.5,140,2002,3.046578422,5032.5,3738.5
515,5,0.1,100,5,0.5,75,0.25,0.2,0.5,135,2053,2.812956649,4752,3647.5
516,6,0.1,100,5,0.5,75,0.25,0.2,0.5,70,0,0,0,0
517,7,0.1,100,5,0.5,75,0.25,0.2,0.5,99,0,0,0,0
518,8,0.1,100,5,0.5,75,0.25,0.2,0.5,102,2076,5.112114644,6475.5,4692.5
519,9,0.1,100,5,0.5,75,0.25,0.2,0.5,348,2077,4.018415985,5630,3465.5
520,10,0.1,100,5,0.5,75,0.25,0.2,0.5,115,2094,3.989255014,5572.5,3351
521,1,0.2,100,5,0.5,75,0.25,0.2,0.5,226,2208,4.678894928,6390.5,4835.5
522,2,0.2,100,5,0.5,75,0.25,0.2,0.5,253,2070,3.628140097,5381.5,4074.5
523,3,0.2,100,5,0.5,75,0.25,0.2,0.5,53,2081,6.553700144,7629,3614
524,4,0.2,100,5,0.5,75,0.25,0.2,0.5,198,2121,8.429396511,6731,4424.5
525,5,0.2,100,5,0.5,75,0.25,0.2,0.5,203,2017,2.299082796,5492.5,3956
526,6,0.2,100,5,0.5,75,0.25,0.2,0.5,116,2015,3.457568238,5494.5,4266.5
527,7,0.2,100,5,0.5,75,0.25,0.2,0.5,108,2051,11.52425646,8725.5,3838
528,8,0.2,100,5,0.5,75,0.25,0.2,0.5,260,2181,9.722948189,7441.5,4676
529,9,0.2,100,5,0.5,75,0.25,0.2,0.5,173,2156,11.48063544,4972.5,4001.5
530,10,0.2,100,5,0.5,75,0.25,0.2,0.5,198,2235,4.396532438,7013,4221.5
531,1,0.5,100,5,0.5,75,0.25,0.2,0.5,52,0,0,0,0
532,2,0.5,100,5,0.5,75,0.25,0.2,0.5,127,2140,3.740420561,4392.5,3619.5
533,3,0.5,100,5,0.5,75,0.25,0.2,0.5,108,2112,3.663470644,5581,3754.5
534,4,0.5,100,5,0.5,75,0.25,0.2,0.5,185,2094,5.088586437,5309.5,4196.5
535,5,0.5,100,5,0.5,75,0.25,0.2,0.5,46,0,0,0,0
536,6,0.5,100,5,0.5,75,0.25,0.2,0.5,87,2057,2.784030141,5031,3688.5
537,7,0.5,100,5,0.5,75,0.25,0.2,0.5,68,2027,6.246793291,5864,3383.5
538,8,0.5,100,5,0.5,75,0.25,0.2,0.5,116,0,0,0,0
539,9,0.5,100,5,0.5,75,0.25,0.2,0.5,185,2007,2.999750872,4805.5,4182.5
540,10,0.5,100,5,0.5,75,0.25,0.2,0.5,189,0,0,0,0
541,1,0.1,100,5,0.1,75,0.1,0.3,0.5,112,0,0,0,0
542,2,0.1,100,5,0.1,75,0.1,0.3,0.5,128,0,0,0,0
543,3,0.1,100,5,0.1,75,0.1,0.3,0.5,122,0,0,0,0
544,4,0.1,100,5,0.1,75,0.1,0.3,0.5,114,0,0,0,0
545,5,0.1,100,5,0.1,75,0.1,0.3,0.5,102,0,0,0,0
546,6,0.1,100,5,0.1,75,0.1,0.3,0.5,94,0,0,0,0
547,7,0.1,100,5,0.1,75,0.1,0.3,0.5,100,0,0,0,0
548,8,0.1,100,5,0.1,75,0.1,0.3,0.5,77,0,0,0,0
549,9,0.1,100,5,0.1,75,0.1,0.3,0.5,94,0,0,0,0
550,10,0.1,100,5,0.1,75,0.1,0.3,0.5,104,0,0,0,0
551,1,0.2,100,5,0.1,75,0.1,0.3,0.5,93,0,0,0,0
552,2,0.2,100,5,0.1,75,0.1,0.3,0.5,77,0,0,0,0
553,3,0.2,100,5,0.1,75,0.1,0.3,0.5,100,0,0,0,0
554,4,0.2,100,5,0.1,75,0.1,0.3,0.5,110,0,0,0,0
555,5,0.2,100,5,0.1,75,0.1,0.3,0.5,105,0,0,0,0
556,6,0.2,100,5,0.1,75,0.1,0.3,0.5,149,0,0,0,0
557,7,0.2,100,5,0.1,75,0.1,0.3,0.5,91,0,0,0,0
558,8,0.2,100,5,0.1,75,0.1,0.3,0.5,104,0,0,0,0
559,9,0.2,100,5,0.1,75,0.1,0.3,0.5,82,0,0,0,0
560,10,0.2,100,5,0.1,75,0.1,0.3,0.5,105,0,0,0,0
561,1,0.5,100,5,0.1,75,0.1,0.3,0.5,90,0,0,0,0
562,2,0.5,100,5,0.1,75,0.1,0.3,0.5,274,0,0,0,0
563,3,0.5,100,5,0.1,75,0.1,0.3,0.5,114,0,0,0,0
564,4,0.5,100,5,0.1,75,0.1,0.3,0.5,86,0,0,0,0
565,5,0.5,100,5,0.1,75,0.1,0.3,0.5,179,0,0,0,0
566,6,0.5,100,5,0.1,75,0.1,0.3,0.5,121,0,0,0,0
567,7,0.5,100,5,0.1,75,0.1,0.3,0.5,80,0,0,0,0
568,8,0.5,100,5,0.1,75,0.1,0.3,0.5,83,0,0,0,0
569,9,0.5,100,5,0.1,75,0.1,0.3,0.5,118,0,0,0,0
570,10,0.5,100,5,0.1,75,0.1,0.3,0.5,118,0,0,0,0
571,1,0.1,100,5,0.25,75,0.1,0.3,0.5,135,2162,2.027358927,3152.5,1954.75
572,2,0.1,100,5,0.25,75,0.1,0.3,0.5,107,2036,5.500785855,4565,1959.5
573,3,0.1,100,5,0.25,75,0.1,0.3,0.5,67,2040,2.568284314,3241.25,2052.75
574,4,0.1,100,5,0.25,75,0.1,0.3,0.5,67,2195,2.869225513,2716.25,1863.5
575,5,0.1,100,5,0.25,75,0.1,0.3,0.5,69,2109,1.591133239,2470.5,1679.75
576,6,0.1,100,5,0.25,75,0.1,0.3,0.5,66,2075,3.380987952,2390.25,1699.25
577,7,0.1,100,5,0.25,75,0.1,0.3,0.5,79,2028,6.181952663,4062.5,1841.25
578,8,0.1,100,5,0.25,75,0.1,0.3,0.5,147,2073,1.924843222,2401,1972
579,9,0.1,100,5,0.25,75,0.1,0.3,0.5,77,2133,2.836732302,3062,2009.75
580,10,0.1,100,5,0.25,75,0.1,0.3,0.5,51,2011,2.20191447,2424.25,1568
581,1,0.2,100,5,0.25,75,0.1,0.3,0.5,80,2063,2.226951042,2211.5,1808.75
582,2,0.2,100,5,0.25,75,0.1,0.3,0.5,72,2015,2.411066998,1963.25,1548.25
583,3,0.2,100,5,0.25,75,0.1,0.3,0.5,61,2037,11.70574374,5562.75,1916.25
584,4,0.2,100,5,0.25,75,0.1,0.3,0.5,63,2113,4.496048273,2990.25,1571.75
585,5,0.2,100,5,0.25,75,0.1,0.3,0.5,69,2006,13.10600698,6365.5,2318.25
586,6,0.2,100,5,0.25,75,0.1,0.3,0.5,71,2124,4.58029661,3020.75,1840
587,7,0.2,100,5,0.25,75,0.1,0.3,0.5,60,2102,2.992959087,2527.75,1616.75
588,8,0.2,100,5,0.25,75,0.1,0.3,0.5,89,2136,3.643820225,3257,1825.25
589,9,0.2,100,5,0.25,75,0.1,0.3,0.5,89,2034,2.779154376,2864.75,1552.5
590,10,0.2,100,5,0.25,75,0.1,0.3,0.5,46,2338,2.298203593,2646.5,1834.25
591,1,0.5,100,5,0.25,75,0.1,0.3,0.5,101,2163,3.890846047,3588,2141.5
592,2,0.5,100,5,0.25,75,0.1,0.3,0.5,83,2236,5.996176208,4489.25,2053.5
593,3,0.5,100,5,0.25,75,0.1,0.3,0.5,56,2080,1.582788462,2433.75,1645.75
594,4,0.5,100,5,0.25,75,0.1,0.3,0.5,69,2157,3.781200742,4123.5,1894.75
595,5,0.5,100,5,0.25,75,0.1,0.3,0.5,53,2084,2.508829175,2327.25,1614.75
596,6,0.5,100,5,0.25,75,0.1,0.3,0.5,97,2245,3.650334076,2851.5,1759.5
597,7,0.5,100,5,0.25,75,0.1,0.3,0.5,111,2067,3.608756652,2588.5,2000.25
598,8,0.5,100,5,0.25,75,0.1,0.3,0.5,76,2143,4.080564629,2698.75,1487.75
599,9,0.5,100,5,0.25,75,0.1,0.3,0.5,101,2033,2.732907034,2444,1559.75
600,10,0.5,100,5,0.25,75,0.1,0.3,0.5,68,2058,6.38649174,3300.25,1252
601,1,0.1,100,5,0.5,75,0.1,0.3,0.5,58,2128,4.589191729,6028.5,3802.5
602,2,0.1,100,5,0.5,75,0.1,0.3,0.5,57,2111,5.465419233,6489,3408.5
603,3,0.1,100,5,0.5,75,0.1,0.3,0.5,33,2124,5.577024482,4354.5,3052
604,4,0.1,100,5,0.5,75,0.1,0.3,0.5,53,2022,2.985064293,4245.5,3464
605,5,0.1,100,5,0.5,75,0.1,0.3,0.5,44,2011,4.186126305,4330,3085
606,6,0.1,100,5,0.5,75,0.1,0.3,0.5,41,2119,9.545587541,7255.5,3343.5
607,7,0.1,100,5,0.5,75,0.1,0.3,0.5,40,2038,9.685426889,7629,3202
608,8,0.1,100,5,0.5,75,0.1,0.3,0.5,75,2198,11.93307552,8241,3942
609,9,0.1,100,5,0.5,75,0.1,0.3,0.5,42,2107,4.463977219,5955.5,3521.5
610,10,0.1,100,5,0.5,75,0.1,0.3,0.5,34,2103,2.054446029,4379,2821
611,1,0.2,100,5,0.5,75,0.1,0.3,0.5,47,2069,6.04301595,4043.5,2418.5
612,2,0.2,100,5,0.5,75,0.1,0.3,0.5,65,2140,5.84728972,6784.5,3648
613,3,0.2,100,5,0.5,75,0.1,0.3,0.5,41,2097,14.5840248,8777.5,3586.5
614,4,0.2,100,5,0.5,75,0.1,0.3,0.5,48,2256,6.079654255,6623,3743.5
615,5,0.2,100,5,0.5,75,0.1,0.3,0.5,52,2003,6.519071393,7479,3248.5
616,6,0.2,100,5,0.5,75,0.1,0.3,0.5,32,2120,3.210235849,3973.5,2628
617,7,0.2,100,5,0.5,75,0.1,0.3,0.5,39,2265,8.098233996,7595.5,3271.5
618,8,0.2,100,5,0.5,75,0.1,0.3,0.5,54,2084,8.798752399,6398.5,3427
619,9,0.2,100,5,0.5,75,0.1,0.3,0.5,51,2003,11.31223165,6969,3290
620,10,0.2,100,5,0.5,75,0.1,0.3,0.5,31,2100,1.739238095,3196.5,2962.5
621,1,0.5,100,5,0.5,75,0.1,0.3,0.5,57,2048,6.410595703,6942,3711
622,2,0.5,100,5,0.5,75,0.1,0.3,0.5,57,2285,8.416805252,7969,4049.5
623,3,0.5,100,5,0.5,75,0.1,0.3,0.5,39,2024,12.87974308,9315,3906
624,4,0.5,100,5,0.5,75,0.1,0.3,0.5,48,2189,5.861078118,5930,3610.5
625,5,0.5,100,5,0.5,75,0.1,0.3,0.5,43,2037,4.256602847,5229,3382.5
626,6,0.5,100,5,0.5,75,0.1,0.3,0.5,65,2069,9.450459159,6333,3278.5
627,7,0.5,100,5,0.5,75,0.1,0.3,0.5,40,2056,4.934581712,4242,3177
628,8,0.5,100,5,0.5,75,0.1,0.3,0.5,60,2053,3.789917194,4997,3040.5
629,9,0.5,100,5,0.5,75,0.1,0.3,0.5,61,2136,9.504541199,4409.5,3532
630,10,0.5,100,5,0.5,75,0.1,0.3,0.5,49,2106,5.843732194,5554.5,3416.5
631,1,0.1,100,5,0.1,75,0.25,0.3,0.5,89,0,0,0,0
632,2,0.1,100,5,0.1,75,0.25,0.3,0.5,83,0,0,0,0
633,3,0.1,100,5,0.1,75,0.25,0.3,0.5,91,0,0,0,0
634,4,0.1,100,5,0.1,75,0.25,0.3,0.5,91,0,0,0,0
635,5,0.1,100,5,0.1,75,0.25,0.3,0.5,81,0,0,0,0
636,6,0.1,100,5,0.1,75,0.25,0.3,0.5,79,0,0,0,0
