[run number],seed,regeneration-rate,num-turtles,search-radius,knowledge-gain,old-age,metabolism,shock-prob,reproduction-cost,[steps],variable,value
940,10,0.2,100,5,0.25,75,0.1,0.2,1,181,numTurtles,2178
940,,,,,,,,,,181,meanFood,3.028512397
940,,,,,,,,,,181,totKnowledge,3192.25
941,1,0.5,100,5,0.25,75,0.1,0.2,1,138,numTurtles,0
941,,,,,,,,,,138,meanFood,0
941,,,,,,,,,,138,totKnowledge,0
942,2,0.5,100,5,0.25,75,0.1,0.2,1,91,numTurtles,2288
942,,,,,,,,,,91,meanFood,2.196918706
942,,,,,,,,,,91,totKnowledge,2672.5
943,3,0.5,100,5,0.25,75,0.1,0.2,1,135,numTurtles,2153
943,,,,,,,,,,135,meanFood,1.574686484
943,,,,,,,,,,135,totKnowledge,3397.5
944,4,0.5,100,5,0.25,75,0.1,0.2,1,102,numTurtles,2004
944,,,,,,,,,,102,meanFood,2.715693613
944,,,,,,,,,,102,totKnowledge,3525.25
945,5,0.5,100,5,0.25,75,0.1,0.2,1,131,numTurtles,2055
945,,,,,,,,,,131,meanFood,3.597396594
945,,,,,,,,,,131,totKnowledge,3753
946,6,0.5,100,5,0.25,75,0.1,0.2,1,143,numTurtles,2046
946,,,,,,,,,,143,meanFood,2.396920821
946,,,,,,,,,,143,totKnowledge,3462
947,7,0.5,100,5,0.25,75,0.1,0.2,1,156,numTurtles,0
947,,,,,,,,,,156,meanFood,0
947,,,,,,,,,,156,totKnowledge,0
948,8,0.5,100,5,0.25,75,0.1,0.2,1,128,numTurtles,0
948,,,,,,,,,,128,meanFood,0
948,,,,,,,,,,128,totKnowledge,0
949,9,0.5,100,5,0.25,75,0.1,0.2,1,209,numTurtles,0
949,,,,,,,,,,209,meanFood,0
949,,,,,,,,,,209,totKnowledge,0
950,10,0.5,100,5,0.25,75,0.1,0.2,1,181,numTurtles,2178
950,,,,,,,,,,181,meanFood,3.028512397
950,,,,,,,,,,181,totKnowledge,3192.25
951,1,1,100,5,0.25,75,0.1,0.2,1,138,numTurtles,0
951,,,,,,,,,,138,meanFood,0
951,,,,,,,,,,138,totKnowledge,0
952,2,1,100,5,0.25,75,0.1,0.2,1,91,numTurtles,2288
952,,,,,,,,,,91,meanFood,2.196918706
952,,,,,,,,,,91,totKnowledge,2672.5
953,3,1,100,5,0.25,75,0.1,0.2,1,135,numTurtles,2153
953,,,,,,,,,,135,meanFood,1.574686484
953,,,,,,,,,,135,totKnowledge,3397.5
954,4,1,100,5,0.25,75,0.1,0.2,1,102,numTurtles,2004
954,,,,,,,,,,102,meanFood,2.715693613
954,,,,,,,,,,102,totKnowledge,3525.25
955,5,1,100,5,0.25,75,0.1,0.2,1,131,numTurtles,2055
955,,,,,,,,,,131,meanFood,3.597396594
955,,,,,,,,,,131,totKnowledge,3753
956,6,1,100,5,0.25,75,0.1,0.2,1,143,numTurtles,2046
956,,,,,,,,,,143,meanFood,2.396920821
956,,,,,,,,,,143,totKnowledge,3462
957,7,1,100,5,0.25,75,0.1,0.2,1,156,numTurtles,0
957,,,,,,,,,,156,meanFood,0
957,,,,,,,,,,156,totKnowledge,0
958,8,1,100,5,0.25,75,0.1,0.2,1,128,numTurtles,0
958,,,,,,,,,,128,meanFood,0
958,,,,,,,,,,128,totKnowledge,0
959,9,1,100,5,0.25,75,0.1,0.2,1,209,numTurtles,0
959,,,,,,,,,,209,meanFood,0
959,,,,,,,,,,209,totKnowledge,0
960,10,1,100,5,0.25,75,0.1,0.2,1,181,numTurtles,2178
960,,,,,,,,,,181,meanFood,3.028512397
960,,,,,,,,,,181,totKnowledge,3192.25
961,1,0.2,100,5,0.5,75,0.1,0.2,1,57,numTurtles,2040
961,,,,,,,,,,57,meanFood,3.462058824
961,,,,,,,,,,57,totKnowledge,5699
962,2,0.2,100,5,0.5,75,0.1,0.2,1,79,numTurtles,2114
962,,,,,,,,,,79,meanFood,2.740208136
962,,,,,,,,,,79,totKnowledge,6179
963,3,0.2,100,5,0.5,75,0.1,0.2,1,199,numTurtles,2137
963,,,,,,,,,,199,meanFood,3.146279832
963,,,,,,,,,,199,totKnowledge,4452
964,4,0.2,100,5,0.5,75,0.1,0.2,1,120,numTurtles,2020
964,,,,,,,,,,120,meanFood,1.128762376
964,,,,,,,,,,120,totKnowledge,4917.5
965,5,0.2,100,5,0.5,75,0.1,0.2,1,71,numTurtles,2040
965,,,,,,,,,,71,meanFood,3.697598039
965,,,,,,,,,,71,totKnowledge,6543
966,6,0.2,100,5,0.5,75,0.1,0.2,1,40,numTurtles,2088
966,,,,,,,,,,40,meanFood,2.613170498
966,,,,,,,,,,40,totKnowledge,4113.5
967,7,0.2,100,5,0.5,75,0.1,0.2,1,52,numTurtles,2074
967,,,,,,,,,,52,meanFood,2.23490839
967,,,,,,,,,,52,totKnowledge,5147.5
968,8,0.2,100,5,0.5,75,0.1,0.2,1,50,numTurtles,2124
968,,,,,,,,,,50,meanFood,3.179096045
968,,,,,,,,,,50,totKnowledge,5615
969,9,0.2,100,5,0.5,75,0.1,0.2,1,89,numTurtles,2042
969,,,,,,,,,,89,meanFood,2.408472086
969,,,,,,,,,,89,totKnowledge,4651.5
970,10,0.2,100,5,0.5,75,0.1,0.2,1,33,numTurtles,2082
970,,,,,,,,,,33,meanFood,6.152929875
970,,,,,,,,,,33,totKnowledge,4806.5
971,1,0.5,100,5,0.5,75,0.1,0.2,1,57,numTurtles,2040
971,,,,,,,,,,57,meanFood,3.462058824
971,,,,,,,,,,57,totKnowledge,5699
972,2,0.5,100,5,0.5,75,0.1,0.2,1,79,numTurtles,2114
972,,,,,,,,,,79,meanFood,2.740208136
972,,,,,,,,,,79,totKnowledge,6179
973,3,0.5,100,5,0.5,75,0.1,0.2,1,199,numTurtles,2137
973,,,,,,,,,,199,meanFood,3.146279832
973,,,,,,,,,,199,totKnowledge,4452
974,4,0.5,100,5,0.5,75,0.1,0.2,1,120,numTurtles,2020
974,,,,,,,,,,120,meanFood,1.128762376
974,,,,,,,,,,120,totKnowledge,4917.5
975,5,0.5,100,5,0.5,75,0.1,0.2,1,71,numTurtles,2040
975,,,,,,,,,,71,meanFood,3.697598039
975,,,,,,,,,,71,totKnowledge,6543
976,6,0.5,100,5,0.5,75,0.1,0.2,1,40,numTurtles,2088
976,,,,,,,,,,40,meanFood,2.613170498
976,,,,,,,,,,40,totKnowledge,4113.5
977,7,0.5,100,5,0.5,75,0.1,0.2,1,52,numTurtles,2074
977,,,,,,,,,,52,meanFood,2.23490839
977,,,,,,,,,,52,totKnowledge,5147.5
978,8,0.5,100,5,0.5,75,0.1,0.2,1,50,numTurtles,2124
978,,,,,,,,,,50,meanFood,3.179096045
978,,,,,,,,,,50,totKnowledge,5615
979,9,0.5,100,5,0.5,75,0.1,0.2,1,89,numTurtles,2042
979,,,,,,,,,,89,meanFood,2.408472086
979,,,,,,,,,,89,totKnowledge,4651.5
980,10,0.5,100,5,0.5,75,0.1,0.2,1,33,numTurtles,2082
980,,,,,,,,,,33,meanFood,6.152929875
980,,,,,,,,,,33,totKnowledge,4806.5
981,1,1,100,5,0.5,75,0.1,0.2,1,57,numTurtles,2040
981,,,,,,,,,,57,meanFood,3.462058824
981,,,,,,,,,,57,totKnowledge,5699
982,2,1,100,5,0.5,75,0.1,0.2,1,79,numTurtles,2114
982,,,,,,,,,,79,meanFood,2.740208136
982,,,,,,,,,,79,totKnowledge,6179
983,3,1,100,5,0.5,75,0.1,0.2,1,199,numTurtles,2137
983,,,,,,,,,,199,meanFood,3.146279832
983,,,,,,,,,,199,totKnowledge,4452
984,4,1,100,5,0.5,75,0.1,0.2,1,120,numTurtles,2020
984,,,,,,,,,,120,meanFood,1.128762376
984,,,,,,,,,,120,totKnowledge,4917.5
985,5,1,100,5,0.5,75,0.1,0.2,1,71,numTurtles,2040
985,,,,,,,,,,71,meanFood,3.697598039
985,,,,,,,,,,71,totKnowledge,6543
986,6,1,100,5,0.5,75,0.1,0.2,1,40,numTurtles,2088
986,,,,,,,,,,40,meanFood,2.613170498
986,,,,,,,,,,40,totKnowledge,4113.5
987,7,1,100,5,0.5,75,0.1,0.2,1,52,numTurtles,2074
987,,,,,,,,,,52,meanFood,2.23490839
987,,,,,,,,,,52,totKnowledge,5147.5
988,8,1,100,5,0.5,75,0.1,0.2,1,50,numTurtles,2124
988,,,,,,,,,,50,meanFood,3.179096045
988,,,,,,,,,,50,totKnowledge,5615
989,9,1,100,5,0.5,75,0.1,0.2,1,89,numTurtles,2042
989,,,,,,,,,,89,meanFood,2.408472086
989,,,,,,,,,,89,totKnowledge,4651.5
990,10,1,100,5,0.5,75,0.1,0.2,1,33,numTurtles,2082
990,,,,,,,,,,33,meanFood,6.152929875
990,,,,,,,,,,33,totKnowledge,4806.5
991,1,0.2,100,5,0.1,75,0.25,0.2,1,27,numTurtles,0
991,,,,,,,,,,27,meanFood,0
991,,,,,,,,,,27,totKnowledge,0
992,2,0.2,100,5,0.1,75,0.25,0.2,1,42,numTurtles,0
992,,,,,,,,,,42,meanFood,0
992,,,,,,,,,,42,totKnowledge,0
993,3,0.2,100,5,0.1,75,0.25,0.2,1,31,numTurtles,0
993,,,,,,,,,,31,meanFood,0
993,,,,,,,,,,31,totKnowledge,0
994,4,0.2,100,5,0.1,75,0.25,0.2,1,39,numTurtles,0
994,,,,,,,,,,39,meanFood,0
994,,,,,,,,,,39,totKnowledge,0
995,5,0.2,100,5,0.1,75,0.25,0.2,1,33,numTurtles,0
995,,,,,,,,,,33,meanFood,0
995,,,,,,,,,,33,totKnowledge,0
996,6,0.2,100,5,0.1,75,0.25,0.2,1,73,numTurtles,0
996,,,,,,,,,,73,meanFood,0
996,,,,,,,,,,73,totKnowledge,0
997,7,0.2,100,5,0.1,75,0.25,0.2,1,61,numTurtles,0
997,,,,,,,,,,61,meanFood,0
997,,,,,,,,,,61,totKnowledge,0
998,8,0.2,100,5,0.1,75,0.25,0.2,1,58,numTurtles,0
998,,,,,,,,,,58,meanFood,0
998,,,,,,,,,,58,totKnowledge,0
999,9,0.2,100,5,0.1,75,0.25,0.2,1,26,numTurtles,0
999,,,,,,,,,,26,meanFood,0
999,,,,,,,,,,26,totKnowledge,0
1000,10,0.2,100,5,0.1,75,0.25,0.2,1,77,numTurtles,0
1000,,,,,,,,,,77,meanFood,0
1000,,,,,,,,,,77,totKnowledge,0
1001,1,0.5,100,5,0.1,75,0.25,0.2,1,27,numTurtles,0
1001,,,,,,,,,,27,meanFood,0
1001,,,,,,,,,,27,totKnowledge,0
1002,2,0.5,100,5,0.1,75,0.25,0.2,1,42,numTurtles,0
1002,,,,,,,,,,42,meanFood,0
1002,,,,,,,,,,42,totKnowledge,0
1003,3,0.5,100,5,0.1,75,0.25,0.2,1,31,numTurtles,0
1003,,,,,,,,,,31,meanFood,0
1003,,,,,,,,,,31,totKnowledge,0
1004,4,0.5,100,5,0.1,75,0.25,0.2,1,39,numTurtles,0
1004,,,,,,,,,,39,meanFood,0
1004,,,,,,,,,,39,totKnowledge,0
1005,5,0.5,100,5,0.1,75,0.25,0.2,1,33,numTurtles,0
1005,,,,,,,,,,33,meanFood,0
1005,,,,,,,,,,33,totKnowledge,0
1006,6,0.5,100,5,0.1,75,0.25,0.2,1,73,numTurtles,0
1006,,,,,,,,,,73,meanFood,0
1006,,,,,,,,,,73,totKnowledge,0
1007,7,0.5,100,5,0.1,75,0.25,0.2,1,61,numTurtles,0
1007,,,,,,,,,,61,meanFood,0
1007,,,,,,,,,,61,totKnowledge,0
1008,8,0.5,100,5,0.1,75,0.25,0.2,1,58,numTurtles,0
1008,,,,,,,,,,58,meanFood,0
1008,,,,,,,,,,58,totKnowledge,0
1009,9,0.5,100,5,0.1,75,0.25,0.2,1,26,numTurtles,0
1009,,,,,,,,,,26,meanFood,0
1009,,,,,,,,,,26,totKnowledge,0
1010,10,0.5,100,5,0.1,75,0.25,0.2,1,77,numTurtles,0
1010,,,,,,,,,,77,meanFood,0
1010,,,,,,,,,,77,totKnowledge,0
1011,1,1,100,5,0.1,75,0.25,0.2,1,27,numTurtles,0
1011,,,,,,,,,,27,meanFood,0
1011,,,,,,,,,,27,totKnowledge,0
1012,2,1,100,5,0.1,75,0.25,0.2,1,42,numTurtles,0
1012,,,,,,,,,,42,meanFood,0
1012,,,,,,,,,,42,totKnowledge,0
1013,3,1,100,5,0.1,75,0.25,0.2,1,31,numTurtles,0
1013,,,,,,,,,,31,meanFood,0
1013,,,,,,,,,,31,totKnowledge,0
1014,4,1,100,5,0.1,75,0.25,0.2,1,39,numTurtles,0
1014,,,,,,,,,,39,meanFood,0
1014,,,,,,,,,,39,totKnowledge,0
1015,5,1,100,5,0.1,75,0.25,0.2,1,33,numTurtles,0
1015,,,,,,,,,,33,meanFood,0
1015,,,,,,,,,,33,totKnowledge,0
1016,6,1,100,5,0.1,75,0.25,0.2,1,73,numTurtles,0
1016,,,,,,,,,,73,meanFood,0
1016,,,,,,,,,,73,totKnowledge,0
1017,7,1,100,5,0.1,75,0.25,0.2,1,61,numTurtles,0
1017,,,,,,,,,,61,meanFood,0
1017,,,,,,,,,,61,totKnowledge,0
1018,8,1,100,5,0.1,75,0.25,0.2,1,58,numTurtles,0
1018,,,,,,,,,,58,meanFood,0
1018,,,,,,,,,,58,totKnowledge,0
1019,9,1,100,5,0.1,75,0.25,0.2,1,26,numTurtles,0
1019,,,,,,,,,,26,meanFood,0
1019,,,,,,,,,,26,totKnowledge,0
1020,10,1,100,5,0.1,75,0.25,0.2,1,77,numTurtles,0
1020,,,,,,,,,,77,meanFood,0
1020,,,,,,,,,,77,totKnowledge,0
1021,1,0.2,100,5,0.25,75,0.25,0.2,1,40,numTurtles,0
1021,,,,,,,,,,40,meanFood,0
1021,,,,,,,,,,40,totKnowledge,0
1022,2,0.2,100,5,0.25,75,0.25,0.2,1,84,numTurtles,0
1022,,,,,,,,,,84,meanFood,0
1022,,,,,,,,,,84,totKnowledge,0
1023,3,0.2,100,5,0.25,75,0.25,0.2,1,53,numTurtles,0
1023,,,,,,,,,,53,meanFood,0
1023,,,,,,,,,,53,totKnowledge,0
1024,4,0.2,100,5,0.25,75,0.25,0.2,1,55,numTurtles,0
1024,,,,,,,,,,55,meanFood,0
1024,,,,,,,,,,55,totKnowledge,0
1025,5,0.2,100,5,0.25,75,0.25,0.2,1,100,numTurtles,0
1025,,,,,,,,,,100,meanFood,0
1025,,,,,,,,,,100,totKnowledge,0
1026,6,0.2,100,5,0.25,75,0.25,0.2,1,100,numTurtles,0
1026,,,,,,,,,,100,meanFood,0
1026,,,,,,,,,,100,totKnowledge,0
1027,7,0.2,100,5,0.25,75,0.25,0.2,1,86,numTurtles,0
1027,,,,,,,,,,86,meanFood,0
1027,,,,,,,,,,86,totKnowledge,0
1028,8,0.2,100,5,0.25,75,0.25,0.2,1,59,numTurtles,0
1028,,,,,,,,,,59,meanFood,0
1028,,,,,,,,,,59,totKnowledge,0
1029,9,0.2,100,5,0.25,75,0.25,0.2,1,61,numTurtles,0
1029,,,,,,,,,,61,meanFood,0
1029,,,,,,,,,,61,totKnowledge,0
1030,10,0.2,100,5,0.25,75,0.25,0.2,1,77,numTurtles,0
1030,,,,,,,,,,77,meanFood,0
1030,,,,,,,,,,77,totKnowledge,0
1031,1,0.5,100,5,0.25,75,0.25,0.2,1,40,numTurtles,0
1031,,,,,,,,,,40,meanFood,0
1031,,,,,,,,,,40,totKnowledge,0
1032,2,0.5,100,5,0.25,75,0.25,0.2,1,84,numTurtles,0
1032,,,,,,,,,,84,meanFood,0
1032,,,,,,,,,,84,totKnowledge,0
1033,3,0.5,100,5,0.25,75,0.25,0.2,1,53,numTurtles,0
1033,,,,,,,,,,53,meanFood,0
1033,,,,,,,,,,53,totKnowledge,0
1034,4,0.5,100,5,0.25,75,0.25,0.2,1,55,numTurtles,0
1034,,,,,,,,,,55,meanFood,0
1034,,,,,,,,,,55,totKnowledge,0
1035,5,0.5,100,5,0.25,75,0.25,0.2,1,100,numTurtles,0
1035,,,,,,,,,,100,meanFood,0
1035,,,,,,,,,,100,totKnowledge,0
1036,6,0.5,100,5,0.25,75,0.25,0.2,1,100,numTurtles,0
1036,,,,,,,,,,100,meanFood,0
1036,,,,,,,,,,100,totKnowledge,0
1037,7,0.5,100,5,0.25,75,0.25,0.2,1,86,numTurtles,0
1037,,,,,,,,,,86,meanFood,0
1037,,,,,,,,,,86,totKnowledge,0
1038,8,0.5,100,5,0.25,75,0.25,0.2,1,59,numTurtles,0
1038,,,,,,,,,,59,meanFood,0
1038,,,,,,,,,,59,totKnowledge,0
1039,9,0.5,100,5,0.25,75,0.25,0.2,1,61,numTurtles,0
1039,,,,,,,,,,61,meanFood,0
1039,,,,,,,,,,61,totKnowledge,0
1040,10,0.5,100,5,0.25,75,0.25,0.2,1,77,numTurtles,0
1040,,,,,,,,,,77,meanFood,0
1040,,,,,,,,,,77,totKnowledge,0
1041,1,1,100,5,0.25,75,0.25,0.2,1,40,numTurtles,0
1041,,,,,,,,,,40,meanFood,0
1041,,,,,,,,,,40,totKnowledge,0
1042,2,1,100,5,0.25,75,0.25,0.2,1,84,numTurtles,0
1042,,,,,,,,,,84,meanFood,0
1042,,,,,,,,,,84,totKnowledge,0
1043,3,1,100,5,0.25,75,0.25,0.2,1,53,numTurtles,0
1043,,,,,,,,,,53,meanFood,0
1043,,,,,,,,,,53,totKnowledge,0
1044,4,1,100,5,0.25,75,0.25,0.2,1,55,numTurtles,0
1044,,,,,,,,,,55,meanFood,0
1044,,,,,,,,,,55,totKnowledge,0
1045,5,1,100,5,0.25,75,0.25,0.2,1,100,numTurtles,0
1045,,,,,,,,,,100,meanFood,0
1045,,,,,,,,,,100,totKnowledge,0
1046,6,1,100,5,0.25,75,0.25,0.2,1,100,numTurtles,0
1046,,,,,,,,,,100,meanFood,0
1046,,,,,,,,,,100,totKnowledge,0
1047,7,1,100,5,0.25,75,0.25,0.2,1,86,numTurtles,0
1047,,,,,,,,,,86,meanFood,0
1047,,,,,,,,,,86,totKnowledge,0
1048,8,1,100,5,0.25,75,0.25,0.2,1,59,numTurtles,0
1048,,,,,,,,,,59,meanFood,0
1048,,,,,,,,,,59,totKnowledge,0
1049,9,1,100,5,0.25,75,0.25,0.2,1,61,numTurtles,0
1049,,,,,,,,,,61,meanFood,0
1049,,,,,,,,,,61,totKnowledge,0
1050,10,1,100,5,0.25,75,0.25,0.2,1,77,numTurtles,0
1050,,,,,,,,,,77,meanFood,0
1050,,,,,,,,,,77,totKnowledge,0
1051,1,0.2,100,5,0.5,75,0.25,0.2,1,57,numTurtles,0
1051,,,,,,,,,,57,meanFood,0
1051,,,,,,,,,,57,totKnowledge,0
1052,2,0.2,100,5,0.5,75,0.25,0.2,1,80,numTurtles,2128
1052,,,,,,,,,,80,meanFood,2.527020677
1052,,,,,,,,,,80,totKnowledge,4869.5
1053,3,0.2,100,5,0.5,75,0.25,0.2,1,148,numTurtles,2052
1053,,,,,,,,,,148,meanFood,4.227582846
1053,,,,,,,,,,148,totKnowledge,5413
1054,4,0.2,100,5,0.5,75,0.25,0.2,1,37,numTurtles,0
1054,,,,,,,,,,37,meanFood,0
1054,,,,,,,,,,37,totKnowledge,0
1055,5,0.2,100,5,0.5,75,0.25,0.2,1,71,numTurtles,0
1055,,,,,,,,,,71,meanFood,0
1055,,,,,,,,,,71,totKnowledge,0
1056,6,0.2,100,5,0.5,75,0.25,0.2,1,70,numTurtles,0
1056,,,,,,,,,,70,meanFood,0
1056,,,,,,,,,,70,totKnowledge,0
1057,7,0.2,100,5,0.5,75,0.25,0.2,1,160,numTurtles,0
1057,,,,,,,,,,160,meanFood,0
1057,,,,,,,,,,160,totKnowledge,0
1058,8,0.2,100,5,0.5,75,0.25,0.2,1,44,numTurtles,0
1058,,,,,,,,,,44,meanFood,0
1058,,,,,,,,,,44,totKnowledge,0
1059,9,0.2,100,5,0.5,75,0.25,0.2,1,104,numTurtles,2100
1059,,,,,,,,,,104,meanFood,4.263452381
1059,,,,,,,,,,104,totKnowledge,5887.5
1060,10,0.2,100,5,0.5,75,0.25,0.2,1,246,numTurtles,0
1060,,,,,,,,,,246,meanFood,0
1060,,,,,,,,,,246,totKnowledge,0
1061,1,0.5,100,5,0.5,75,0.25,0.2,1,57,numTurtles,0
1061,,,,,,,,,,57,meanFood,0
1061,,,,,,,,,,57,totKnowledge,0
1062,2,0.5,100,5,0.5,75,0.25,0.2,1,80,numTurtles,2128
1062,,,,,,,,,,80,meanFood,2.527020677
1062,,,,,,,,,,80,totKnowledge,4869.5
1063,3,0.5,100,5,0.5,75,0.25,0.2,1,148,numTurtles,2052
1063,,,,,,,,,,148,meanFood,4.227582846
1063,,,,,,,,,,148,totKnowledge,5413
1064,4,0.5,100,5,0.5,75,0.25,0.2,1,37,numTurtles,0
1064,,,,,,,,,,37,meanFood,0
1064,,,,,,,,,,37,totKnowledge,0
1065,5,0.5,100,5,0.5,75,0.25,0.2,1,71,numTurtles,0
1065,,,,,,,,,,71,meanFood,0
1065,,,,,,,,,,71,totKnowledge,0
1066,6,0.5,100,5,0.5,75,0.25,0.2,1,70,numTurtles,0
1066,,,,,,,,,,70,meanFood,0
1066,,,,,,,,,,70,totKnowledge,0
1067,7,0.5,100,5,0.5,75,0.25,0.2,1,160,numTurtles,0
1067,,,,,,,,,,160,meanFood,0
1067,,,,,,,,,,160,totKnowledge,0
1068,8,0.5,100,5,0.5,75,0.25,0.2,1,44,numTurtles,0
1068,,,,,,,,,,44,meanFood,0
1068,,,,,,,,,,44,totKnowledge,0
1069,9,0.5,100,5,0.5,75,0.25,0.2,1,104,numTurtles,2100
1069,,,,,,,,,,104,meanFood,4.263452381
1069,,,,,,,,,,104,totKnowledge,5887.5
1070,10,0.5,100,5,0.5,75,0.25,0.2,1,246,numTurtles,0
1070,,,,,,,,,,246,meanFood,0
1070,,,,,,,,,,246,totKnowledge,0
1071,1,1,100,5,0.5,75,0.25,0.2,1,57,numTurtles,0
1071,,,,,,,,,,57,meanFood,0
1071,,,,,,,,,,57,totKnowledge,0
1072,2,1,100,5,0.5,75,0.25,0.2,1,80,numTurtles,2128
1072,,,,,,,,,,80,meanFood,2.527020677
1072,,,,,,,,,,80,totKnowledge,4869.5
1073,3,1,100,5,0.5,75,0.25,0.2,1,148,numTurtles,2052
1073,,,,,,,,,,148,meanFood,4.227582846
1073,,,,,,,,,,148,totKnowledge,5413
1074,4,1,100,5,0.5,75,0.25,0.2,1,37,numTurtles,0
1074,,,,,,,,,,37,meanFood,0
1074,,,,,,,,,,37,totKnowledge,0
1075,5,1,100,5,0.5,75,0.25,0.2,1,71,numTurtles,0
1075,,,,,,,,,,71,meanFood,0
1075,,,,,,,,,,71,totKnowledge,0
1076,6,1,100,5,0.5,75,0.25,0.2,1,70,numTurtles,0
1076,,,,,,,,,,70,meanFood,0
1076,,,,,,,,,,70,totKnowledge,0
1077,7,1,100,5,0.5,75,0.25,0.2,1,160,numTurtles,0
1077,,,,,,,,,,160,meanFood,0
1077,,,,,,,,,,160,totKnowledge,0
1078,8,1,100,5,0.5,75,0.25,0.2,1,44,numTurtles,0
1078,,,,,,,,,,44,meanFood,0
1078,,,,,,,,,,44,totKnowledge,0
1079,9,1,100,5,0.5,75,0.25,0.2,1,104,numTurtles,2100
1079,,,,,,,,,,104,meanFood,4.263452381
1079,,,,,,,,,,104,totKnowledge,5887.5
1080,10,1,100,5,0.5,75,0.25,0.2,1,246,numTurtles,0
1080,,,,,,,,,,246,meanFood,0
1080,,,,,,,,,,246,totKnowledge,0
1081,1,0.2,100,5,0.1,75,0.1,0,2,88,numTurtles,0
1081,,,,,,,,,,88,meanFood,0
1081,,,,,,,,,,88,totKnowledge,0
1082,2,0.2,100,5,0.1,75,0.1,0,2,620,numTurtles,0
1082,,,,,,,,,,620,meanFood,0
1082,,,,,,,,,,620,totKnowledge,0
1083,3,0.2,100,5,0.1,75,0.1,0,2,103,numTurtles,0
1083,,,,,,,,,,103,meanFood,0
1083,,,,,,,,,,103,totKnowledge,0
1084,4,0.2,100,5,0.1,75,0.1,0,2,96,numTurtles,0
1084,,,,,,,,,,96,meanFood,0
1084,,,,,,,,,,96,totKnowledge,0
1085,5,0.2,100,5,0.1,75,0.1,0,2,52,numTurtles,0
1085,,,,,,,,,,52,meanFood,0
1085,,,,,,,,,,52,totKnowledge,0
1086,6,0.2,100,5,0.1,75,0.1,0,2,108,numTurtles,0
1086,,,,,,,,,,108,meanFood,0
1086,,,,,,,,,,108,totKnowledge,0
1087,7,0.2,100,5,0.1,75,0.1,0,2,89,numTurtles,0
1087,,,,,,,,,,89,meanFood,0
1087,,,,,,,,,,89,totKnowledge,0
1088,8,0.2,100,5,0.1,75,0.1,0,2,63,numTurtles,0
1088,,,,,,,,,,63,meanFood,0
1088,,,,,,,,,,63,totKnowledge,0
1089,9,0.2,100,5,0.1,75,0.1,0,2,108,numTurtles,0
1089,,,,,,,,,,108,meanFood,0
1089,,,,,,,,,,108,totKnowledge,0
1090,10,0.2,100,5,0.1,75,0.1,0,2,102,numTurtles,0
1090,,,,,,,,,,102,meanFood,0
1090,,,,,,,,,,102,totKnowledge,0
1091,1,0.5,100,5,0.1,75,0.1,0,2,88,numTurtles,0
1091,,,,,,,,,,88,meanFood,0
1091,,,,,,,,,,88,totKnowledge,0
1092,2,0.5,100,5,0.1,75,0.1,0,2,620,numTurtles,0
1092,,,,,,,,,,620,meanFood,0
1092,,,,,,,,,,620,totKnowledge,0
1093,3,0.5,100,5,0.1,75,0.1,0,2,103,numTurtles,0
1093,,,,,,,,,,103,meanFood,0
1093,,,,,,,,,,103,totKnowledge,0
1094,4,0.5,100,5,0.1,75,0.1,0,2,96,numTurtles,0
1094,,,,,,,,,,96,meanFood,0
1094,,,,,,,,,,96,totKnowledge,0
1095,5,0.5,100,5,0.1,75,0.1,0,2,52,numTurtles,0
1095,,,,,,,,,,52,meanFood,0
1095,,,,,,,,,,52,totKnowledge,0
1096,6,0.5,100,5,0.1,75,0.1,0,2,108,numTurtles,0
1096,,,,,,,,,,108,meanFood,0
1096,,,,,,,,,,108,totKnowledge,0
1097,7,0.5,100,5,0.1,75,0.1,0,2,89,numTurtles,0
1097,,,,,,,,,,89,meanFood,0
1097,,,,,,,,,,89,totKnowledge,0
1098,8,0.5,100,5,0.1,75,0.1,0,2,63,numTurtles,0
1098,,,,,,,,,,63,meanFood,0
1098,,,,,,,,,,63,totKnowledge,0
1099,9,0.5,100,5,0.1,75,0.1,0,2,108,numTurtles,0
1099,,,,,,,,,,108,meanFood,0
1099,,,,,,,,,,108,totKnowledge,0
1100,10,0.5,100,5,0.1,75,0.1,0,2,102,numTurtles,0
1100,,,,,,,,,,102,meanFood,0
1100,,,,,,,,,,102,totKnowledge,0
1101,1,1,100,5,0.1,75,0.1,0,2,88,numTurtles,0
1101,,,,,,,,,,88,meanFood,0
1101,,,,,,,,,,88,totKnowledge,0
1102,2,1,100,5,0.1,75,0.1,0,2,620,numTurtles,0
1102,,,,,,,,,,620,meanFood,0
1102,,,,,,,,,,620,totKnowledge,0
1103,3,1,100,5,0.1,75,0.1,0,2,103,numTurtles,0
1103,,,,,,,,,,103,meanFood,0
1103,,,,,,,,,,103,totKnowledge,0
1104,4,1,100,5,0.1,75,0.1,0,2,96,numTurtles,0
1104,,,,,,,,,,96,meanFood,0
1104,,,,,,,,,,96,totKnowledge,0
1105,5,1,100,5,0.1,75,0.1,0,2,52,numTurtles,0
1105,,,,,,,,,,52,meanFood,0
1105,,,,,,,,,,52,totKnowledge,0
1106,6,1,100,5,0.1,75,0.1,0,2,108,numTurtles,0
1106,,,,,,,,,,108,meanFood,0
1106,,,,,,,,,,108,totKnowledge,0
1107,7,1,100,5,0.1,75,0.1,0,2,89,numTurtles,0
