[run number],seed,regeneration-rate,num-turtles,search-radius,knowledge-gain,old-age,metabolism,shock-prob,reproduction-cost,[steps],variable,value
2611,1,0.2,25,5,0.1,75,0.25,0.2,1,20,numTurtles,0
2611,,,,,,,,,,20,meanFood,0
2611,,,,,,,,,,20,totKnowledge,0
2612,2,0.2,25,5,0.1,75,0.25,0.2,1,48,numTurtles,0
2612,,,,,,,,,,48,meanFood,0
2612,,,,,,,,,,48,totKnowledge,0
2613,3,0.2,25,5,0.1,75,0.25,0.2,1,9,numTurtles,0
2613,,,,,,,,,,9,meanFood,0
2613,,,,,,,,,,9,totKnowledge,0
2614,4,0.2,25,5,0.1,75,0.25,0.2,1,6,numTurtles,0
2614,,,,,,,,,,6,meanFood,0
2614,,,,,,,,,,6,totKnowledge,0
2615,5,0.2,25,5,0.1,75,0.25,0.2,1,22,numTurtles,0
2615,,,,,,,,,,22,meanFood,0
2615,,,,,,,,,,22,totKnowledge,0
2616,6,0.2,25,5,0.1,75,0.25,0.2,1,28,numTurtles,0
2616,,,,,,,,,,28,meanFood,0
2616,,,,,,,,,,28,totKnowledge,0
2617,7,0.2,25,5,0.1,75,0.25,0.2,1,63,numTurtles,0
2617,,,,,,,,,,63,meanFood,0
2617,,,,,,,,,,63,totKnowledge,0
2618,8,0.2,25,5,0.1,75,0.25,0.2,1,25,numTurtles,0
2618,,,,,,,,,,25,meanFood,0
2618,,,,,,,,,,25,totKnowledge,0
2619,9,0.2,25,5,0.1,75,0.25,0.2,1,21,numTurtles,0
2619,,,,,,,,,,21,meanFood,0
2619,,,,,,,,,,21,totKnowledge,0
2620,10,0.2,25,5,0.1,75,0.25,0.2,1,16,numTurtles,0
2620,,,,,,,,,,16,meanFood,0
2620,,,,,,,,,,16,totKnowledge,0
2621,1,0.5,25,5,0.1,75,0.25,0.2,1,20,numTurtles,0
2621,,,,,,,,,,20,meanFood,0
2621,,,,,,,,,,20,totKnowledge,0
2622,2,0.5,25,5,0.1,75,0.25,0.2,1,48,numTurtles,0
2622,,,,,,,,,,48,meanFood,0
2622,,,,,,,,,,48,totKnowledge,0
2623,3,0.5,25,5,0.1,75,0.25,0.2,1,9,numTurtles,0
2623,,,,,,,,,,9,meanFood,0
2623,,,,,,,,,,9,totKnowledge,0
2624,4,0.5,25,5,0.1,75,0.25,0.2,1,6,numTurtles,0
2624,,,,,,,,,,6,meanFood,0
2624,,,,,,,,,,6,totKnowledge,0
2625,5,0.5,25,5,0.1,75,0.25,0.2,1,22,numTurtles,0
2625,,,,,,,,,,22,meanFood,0
2625,,,,,,,,,,22,totKnowledge,0
2626,6,0.5,25,5,0.1,75,0.25,0.2,1,28,numTurtles,0
2626,,,,,,,,,,28,meanFood,0
2626,,,,,,,,,,28,totKnowledge,0
2627,7,0.5,25,5,0.1,75,0.25,0.2,1,63,numTurtles,0
2627,,,,,,,,,,63,meanFood,0
2627,,,,,,,,,,63,totKnowledge,0
2628,8,0.5,25,5,0.1,75,0.25,0.2,1,25,numTurtles,0
2628,,,,,,,,,,25,meanFood,0
2628,,,,,,,,,,25,totKnowledge,0
2629,9,0.5,25,5,0.1,75,0.25,0.2,1,21,numTurtles,0
2629,,,,,,,,,,21,meanFood,0
2629,,,,,,,,,,21,totKnowledge,0
2630,10,0.5,25,5,0.1,75,0.25,0.2,1,16,numTurtles,0
2630,,,,,,,,,,16,meanFood,0
2630,,,,,,,,,,16,totKnowledge,0
2631,1,1,25,5,0.1,75,0.25,0.2,1,20,numTurtles,0
2631,,,,,,,,,,20,meanFood,0
2631,,,,,,,,,,20,totKnowledge,0
2632,2,1,25,5,0.1,75,0.25,0.2,1,48,numTurtles,0
2632,,,,,,,,,,48,meanFood,0
2632,,,,,,,,,,48,totKnowledge,0
2633,3,1,25,5,0.1,75,0.25,0.2,1,9,numTurtles,0
2633,,,,,,,,,,9,meanFood,0
2633,,,,,,,,,,9,totKnowledge,0
2634,4,1,25,5,0.1,75,0.25,0.2,1,6,numTurtles,0
2634,,,,,,,,,,6,meanFood,0
2634,,,,,,,,,,6,totKnowledge,0
2635,5,1,25,5,0.1,75,0.25,0.2,1,22,numTurtles,0
2635,,,,,,,,,,22,meanFood,0
2635,,,,,,,,,,22,totKnowledge,0
2636,6,1,25,5,0.1,75,0.25,0.2,1,28,numTurtles,0
2636,,,,,,,,,,28,meanFood,0
2636,,,,,,,,,,28,totKnowledge,0
2637,7,1,25,5,0.1,75,0.25,0.2,1,63,numTurtles,0
2637,,,,,,,,,,63,meanFood,0
2637,,,,,,,,,,63,totKnowledge,0
2638,8,1,25,5,0.1,75,0.25,0.2,1,25,numTurtles,0
2638,,,,,,,,,,25,meanFood,0
2638,,,,,,,,,,25,totKnowledge,0
2639,9,1,25,5,0.1,75,0.25,0.2,1,21,numTurtles,0
2639,,,,,,,,,,21,meanFood,0
2639,,,,,,,,,,21,totKnowledge,0
2640,10,1,25,5,0.1,75,0.25,0.2,1,16,numTurtles,0
2640,,,,,,,,,,16,meanFood,0
2640,,,,,,,,,,16,totKnowledge,0
2641,1,0.2,25,5,0.25,75,0.25,0.2,1,85,numTurtles,0
2641,,,,,,,,,,85,meanFood,0
2641,,,,,,,,,,85,totKnowledge,0
2642,2,0.2,25,5,0.25,75,0.25,0.2,1,44,numTurtles,0
2642,,,,,,,,,,44,meanFood,0
2642,,,,,,,,,,44,totKnowledge,0
2643,3,0.2,25,5,0.25,75,0.25,0.2,1,10,numTurtles,0
2643,,,,,,,,,,10,meanFood,0
2643,,,,,,,,,,10,totKnowledge,0
2644,4,0.2,25,5,0.25,75,0.25,0.2,1,12,numTurtles,0
2644,,,,,,,,,,12,meanFood,0
2644,,,,,,,,,,12,totKnowledge,0
2645,5,0.2,25,5,0.25,75,0.25,0.2,1,71,numTurtles,0
2645,,,,,,,,,,71,meanFood,0
2645,,,,,,,,,,71,totKnowledge,0
2646,6,0.2,25,5,0.25,75,0.25,0.2,1,46,numTurtles,0
2646,,,,,,,,,,46,meanFood,0
2646,,,,,,,,,,46,totKnowledge,0
2647,7,0.2,25,5,0.25,75,0.25,0.2,1,32,numTurtles,0
2647,,,,,,,,,,32,meanFood,0
2647,,,,,,,,,,32,totKnowledge,0
2648,8,0.2,25,5,0.25,75,0.25,0.2,1,33,numTurtles,0
2648,,,,,,,,,,33,meanFood,0
2648,,,,,,,,,,33,totKnowledge,0
2649,9,0.2,25,5,0.25,75,0.25,0.2,1,81,numTurtles,0
2649,,,,,,,,,,81,meanFood,0
2649,,,,,,,,,,81,totKnowledge,0
2650,10,0.2,25,5,0.25,75,0.25,0.2,1,78,numTurtles,0
2650,,,,,,,,,,78,meanFood,0
2650,,,,,,,,,,78,totKnowledge,0
2651,1,0.5,25,5,0.25,75,0.25,0.2,1,85,numTurtles,0
2651,,,,,,,,,,85,meanFood,0
2651,,,,,,,,,,85,totKnowledge,0
2652,2,0.5,25,5,0.25,75,0.25,0.2,1,44,numTurtles,0
2652,,,,,,,,,,44,meanFood,0
2652,,,,,,,,,,44,totKnowledge,0
2653,3,0.5,25,5,0.25,75,0.25,0.2,1,10,numTurtles,0
2653,,,,,,,,,,10,meanFood,0
2653,,,,,,,,,,10,totKnowledge,0
2654,4,0.5,25,5,0.25,75,0.25,0.2,1,12,numTurtles,0
2654,,,,,,,,,,12,meanFood,0
2654,,,,,,,,,,12,totKnowledge,0
2655,5,0.5,25,5,0.25,75,0.25,0.2,1,71,numTurtles,0
2655,,,,,,,,,,71,meanFood,0
2655,,,,,,,,,,71,totKnowledge,0
2656,6,0.5,25,5,0.25,75,0.25,0.2,1,46,numTurtles,0
2656,,,,,,,,,,46,meanFood,0
2656,,,,,,,,,,46,totKnowledge,0
2657,7,0.5,25,5,0.25,75,0.25,0.2,1,32,numTurtles,0
2657,,,,,,,,,,32,meanFood,0
2657,,,,,,,,,,32,totKnowledge,0
2658,8,0.5,25,5,0.25,75,0.25,0.2,1,33,numTurtles,0
2658,,,,,,,,,,33,meanFood,0
2658,,,,,,,,,,33,totKnowledge,0
2659,9,0.5,25,5,0.25,75,0.25,0.2,1,81,numTurtles,0
2659,,,,,,,,,,81,meanFood,0
2659,,,,,,,,,,81,totKnowledge,0
2660,10,0.5,25,5,0.25,75,0.25,0.2,1,78,numTurtles,0
2660,,,,,,,,,,78,meanFood,0
2660,,,,,,,,,,78,totKnowledge,0
2661,1,1,25,5,0.25,75,0.25,0.2,1,85,numTurtles,0
2661,,,,,,,,,,85,meanFood,0
2661,,,,,,,,,,85,totKnowledge,0
2662,2,1,25,5,0.25,75,0.25,0.2,1,44,numTurtles,0
2662,,,,,,,,,,44,meanFood,0
2662,,,,,,,,,,44,totKnowledge,0
2663,3,1,25,5,0.25,75,0.25,0.2,1,10,numTurtles,0
2663,,,,,,,,,,10,meanFood,0
2663,,,,,,,,,,10,totKnowledge,0
2664,4,1,25,5,0.25,75,0.25,0.2,1,12,numTurtles,0
2664,,,,,,,,,,12,meanFood,0
2664,,,,,,,,,,12,totKnowledge,0
2665,5,1,25,5,0.25,75,0.25,0.2,1,71,numTurtles,0
2665,,,,,,,,,,71,meanFood,0
2665,,,,,,,,,,71,totKnowledge,0
2666,6,1,25,5,0.25,75,0.25,0.2,1,46,numTurtles,0
2666,,,,,,,,,,46,meanFood,0
2666,,,,,,,,,,46,totKnowledge,0
2667,7,1,25,5,0.25,75,0.25,0.2,1,32,numTurtles,0
2667,,,,,,,,,,32,meanFood,0
2667,,,,,,,,,,32,totKnowledge,0
2668,8,1,25,5,0.25,75,0.25,0.2,1,33,numTurtles,0
2668,,,,,,,,,,33,meanFood,0
2668,,,,,,,,,,33,totKnowledge,0
2669,9,1,25,5,0.25,75,0.25,0.2,1,81,numTurtles,0
2669,,,,,,,,,,81,meanFood,0
2669,,,,,,,,,,81,totKnowledge,0
2670,10,1,25,5,0.25,75,0.25,0.2,1,78,numTurtles,0
2670,,,,,,,,,,78,meanFood,0
2670,,,,,,,,,,78,totKnowledge,0
2671,1,0.2,25,5,0.5,75,0.25,0.2,1,18,numTurtles,0
2671,,,,,,,,,,18,meanFood,0
2671,,,,,,,,,,18,totKnowledge,0
2672,2,0.2,25,5,0.5,75,0.25,0.2,1,222,numTurtles,0
2672,,,,,,,,,,222,meanFood,0
2672,,,,,,,,,,222,totKnowledge,0
2673,3,0.2,25,5,0.5,75,0.25,0.2,1,11,numTurtles,0
2673,,,,,,,,,,11,meanFood,0
2673,,,,,,,,,,11,totKnowledge,0
2674,4,0.2,25,5,0.5,75,0.25,0.2,1,34,numTurtles,0
2674,,,,,,,,,,34,meanFood,0
2674,,,,,,,,,,34,totKnowledge,0
2675,5,0.2,25,5,0.5,75,0.25,0.2,1,168,numTurtles,2045
2675,,,,,,,,,,168,meanFood,5.428850856
2675,,,,,,,,,,168,totKnowledge,7240.5
2676,6,0.2,25,5,0.5,75,0.25,0.2,1,49,numTurtles,0
2676,,,,,,,,,,49,meanFood,0
2676,,,,,,,,,,49,totKnowledge,0
2677,7,0.2,25,5,0.5,75,0.25,0.2,1,62,numTurtles,0
2677,,,,,,,,,,62,meanFood,0
2677,,,,,,,,,,62,totKnowledge,0
2678,8,0.2,25,5,0.5,75,0.25,0.2,1,72,numTurtles,0
2678,,,,,,,,,,72,meanFood,0
2678,,,,,,,,,,72,totKnowledge,0
2679,9,0.2,25,5,0.5,75,0.25,0.2,1,94,numTurtles,0
2679,,,,,,,,,,94,meanFood,0
2679,,,,,,,,,,94,totKnowledge,0
2680,10,0.2,25,5,0.5,75,0.25,0.2,1,336,numTurtles,2042
2680,,,,,,,,,,336,meanFood,3.405974535
2680,,,,,,,,,,336,totKnowledge,5068.5
2681,1,0.5,25,5,0.5,75,0.25,0.2,1,18,numTurtles,0
2681,,,,,,,,,,18,meanFood,0
2681,,,,,,,,,,18,totKnowledge,0
2682,2,0.5,25,5,0.5,75,0.25,0.2,1,222,numTurtles,0
2682,,,,,,,,,,222,meanFood,0
2682,,,,,,,,,,222,totKnowledge,0
2683,3,0.5,25,5,0.5,75,0.25,0.2,1,11,numTurtles,0
2683,,,,,,,,,,11,meanFood,0
2683,,,,,,,,,,11,totKnowledge,0
2684,4,0.5,25,5,0.5,75,0.25,0.2,1,34,numTurtles,0
2684,,,,,,,,,,34,meanFood,0
2684,,,,,,,,,,34,totKnowledge,0
2685,5,0.5,25,5,0.5,75,0.25,0.2,1,168,numTurtles,2045
2685,,,,,,,,,,168,meanFood,5.428850856
2685,,,,,,,,,,168,totKnowledge,7240.5
2686,6,0.5,25,5,0.5,75,0.25,0.2,1,49,numTurtles,0
2686,,,,,,,,,,49,meanFood,0
2686,,,,,,,,,,49,totKnowledge,0
2687,7,0.5,25,5,0.5,75,0.25,0.2,1,62,numTurtles,0
2687,,,,,,,,,,62,meanFood,0
2687,,,,,,,,,,62,totKnowledge,0
2688,8,0.5,25,5,0.5,75,0.25,0.2,1,72,numTurtles,0
2688,,,,,,,,,,72,meanFood,0
2688,,,,,,,,,,72,totKnowledge,0
2689,9,0.5,25,5,0.5,75,0.25,0.2,1,94,numTurtles,0
2689,,,,,,,,,,94,meanFood,0
2689,,,,,,,,,,94,totKnowledge,0
2690,10,0.5,25,5,0.5,75,0.25,0.2,1,336,numTurtles,2042
2690,,,,,,,,,,336,meanFood,3.405974535
2690,,,,,,,,,,336,totKnowledge,5068.5
2691,1,1,25,5,0.5,75,0.25,0.2,1,18,numTurtles,0
2691,,,,,,,,,,18,meanFood,0
2691,,,,,,,,,,18,totKnowledge,0
2692,2,1,25,5,0.5,75,0.25,0.2,1,222,numTurtles,0
2692,,,,,,,,,,222,meanFood,0
2692,,,,,,,,,,222,totKnowledge,0
2693,3,1,25,5,0.5,75,0.25,0.2,1,11,numTurtles,0
2693,,,,,,,,,,11,meanFood,0
2693,,,,,,,,,,11,totKnowledge,0
2694,4,1,25,5,0.5,75,0.25,0.2,1,34,numTurtles,0
2694,,,,,,,,,,34,meanFood,0
2694,,,,,,,,,,34,totKnowledge,0
2695,5,1,25,5,0.5,75,0.25,0.2,1,168,numTurtles,2045
2695,,,,,,,,,,168,meanFood,5.428850856
2695,,,,,,,,,,168,totKnowledge,7240.5
2696,6,1,25,5,0.5,75,0.25,0.2,1,49,numTurtles,0
2696,,,,,,,,,,49,meanFood,0
2696,,,,,,,,,,49,totKnowledge,0
2697,7,1,25,5,0.5,75,0.25,0.2,1,62,numTurtles,0
2697,,,,,,,,,,62,meanFood,0
2697,,,,,,,,,,62,totKnowledge,0
2698,8,1,25,5,0.5,75,0.25,0.2,1,72,numTurtles,0
2698,,,,,,,,,,72,meanFood,0
2698,,,,,,,,,,72,totKnowledge,0
2699,9,1,25,5,0.5,75,0.25,0.2,1,94,numTurtles,0
2699,,,,,,,,,,94,meanFood,0
2699,,,,,,,,,,94,totKnowledge,0
2700,10,1,25,5,0.5,75,0.25,0.2,1,336,numTurtles,2042
2700,,,,,,,,,,336,meanFood,3.405974535
2700,,,,,,,,,,336,totKnowledge,5068.5
2701,1,0.2,25,5,0.1,75,0.1,0,2,51,numTurtles,0
2701,,,,,,,,,,51,meanFood,0
2701,,,,,,,,,,51,totKnowledge,0
2702,2,0.2,25,5,0.1,75,0.1,0,2,33,numTurtles,0
2702,,,,,,,,,,33,meanFood,0
2702,,,,,,,,,,33,totKnowledge,0
2703,3,0.2,25,5,0.1,75,0.1,0,2,42,numTurtles,0
2703,,,,,,,,,,42,meanFood,0
2703,,,,,,,,,,42,totKnowledge,0
2704,4,0.2,25,5,0.1,75,0.1,0,2,21,numTurtles,0
2704,,,,,,,,,,21,meanFood,0
2704,,,,,,,,,,21,totKnowledge,0
2705,5,0.2,25,5,0.1,75,0.1,0,2,65,numTurtles,0
2705,,,,,,,,,,65,meanFood,0
2705,,,,,,,,,,65,totKnowledge,0
2706,6,0.2,25,5,0.1,75,0.1,0,2,49,numTurtles,0
2706,,,,,,,,,,49,meanFood,0
2706,,,,,,,,,,49,totKnowledge,0
2707,7,0.2,25,5,0.1,75,0.1,0,2,122,numTurtles,0
2707,,,,,,,,,,122,meanFood,0
2707,,,,,,,,,,122,totKnowledge,0
2708,8,0.2,25,5,0.1,75,0.1,0,2,76,numTurtles,0
2708,,,,,,,,,,76,meanFood,0
2708,,,,,,,,,,76,totKnowledge,0
2709,9,0.2,25,5,0.1,75,0.1,0,2,65,numTurtles,0
2709,,,,,,,,,,65,meanFood,0
2709,,,,,,,,,,65,totKnowledge,0
2710,10,0.2,25,5,0.1,75,0.1,0,2,19,numTurtles,0
2710,,,,,,,,,,19,meanFood,0
2710,,,,,,,,,,19,totKnowledge,0
2711,1,0.5,25,5,0.1,75,0.1,0,2,51,numTurtles,0
2711,,,,,,,,,,51,meanFood,0
2711,,,,,,,,,,51,totKnowledge,0
2712,2,0.5,25,5,0.1,75,0.1,0,2,33,numTurtles,0
2712,,,,,,,,,,33,meanFood,0
2712,,,,,,,,,,33,totKnowledge,0
2713,3,0.5,25,5,0.1,75,0.1,0,2,42,numTurtles,0
2713,,,,,,,,,,42,meanFood,0
2713,,,,,,,,,,42,totKnowledge,0
2714,4,0.5,25,5,0.1,75,0.1,0,2,21,numTurtles,0
2714,,,,,,,,,,21,meanFood,0
2714,,,,,,,,,,21,totKnowledge,0
2715,5,0.5,25,5,0.1,75,0.1,0,2,65,numTurtles,0
2715,,,,,,,,,,65,meanFood,0
2715,,,,,,,,,,65,totKnowledge,0
2716,6,0.5,25,5,0.1,75,0.1,0,2,49,numTurtles,0
2716,,,,,,,,,,49,meanFood,0
2716,,,,,,,,,,49,totKnowledge,0
2717,7,0.5,25,5,0.1,75,0.1,0,2,122,numTurtles,0
2717,,,,,,,,,,122,meanFood,0
2717,,,,,,,,,,122,totKnowledge,0
2718,8,0.5,25,5,0.1,75,0.1,0,2,76,numTurtles,0
2718,,,,,,,,,,76,meanFood,0
2718,,,,,,,,,,76,totKnowledge,0
2719,9,0.5,25,5,0.1,75,0.1,0,2,65,numTurtles,0
2719,,,,,,,,,,65,meanFood,0
2719,,,,,,,,,,65,totKnowledge,0
2720,10,0.5,25,5,0.1,75,0.1,0,2,19,numTurtles,0
2720,,,,,,,,,,19,meanFood,0
2720,,,,,,,,,,19,totKnowledge,0
2721,1,1,25,5,0.1,75,0.1,0,2,51,numTurtles,0
2721,,,,,,,,,,51,meanFood,0
2721,,,,,,,,,,51,totKnowledge,0
2722,2,1,25,5,0.1,75,0.1,0,2,33,numTurtles,0
2722,,,,,,,,,,33,meanFood,0
2722,,,,,,,,,,33,totKnowledge,0
2723,3,1,25,5,0.1,75,0.1,0,2,42,numTurtles,0
2723,,,,,,,,,,42,meanFood,0
2723,,,,,,,,,,42,totKnowledge,0
2724,4,1,25,5,0.1,75,0.1,0,2,21,numTurtles,0
2724,,,,,,,,,,21,meanFood,0
2724,,,,,,,,,,21,totKnowledge,0
2725,5,1,25,5,0.1,75,0.1,0,2,65,numTurtles,0
2725,,,,,,,,,,65,meanFood,0
2725,,,,,,,,,,65,totKnowledge,0
2726,6,1,25,5,0.1,75,0.1,0,2,49,numTurtles,0
2726,,,,,,,,,,49,meanFood,0
2726,,,,,,,,,,49,totKnowledge,0
2727,7,1,25,5,0.1,75,0.1,0,2,122,numTurtles,0
2727,,,,,,,,,,122,meanFood,0
2727,,,,,,,,,,122,totKnowledge,0
2728,8,1,25,5,0.1,75,0.1,0,2,76,numTurtles,0
2728,,,,,,,,,,76,meanFood,0
2728,,,,,,,,,,76,totKnowledge,0
2729,9,1,25,5,0.1,75,0.1,0,2,65,numTurtles,0
2729,,,,,,,,,,65,meanFood,0
2729,,,,,,,,,,65,totKnowledge,0
2730,10,1,25,5,0.1,75,0.1,0,2,19,numTurtles,0
2730,,,,,,,,,,19,meanFood,0
2730,,,,,,,,,,19,totKnowledge,0
2731,1,0.2,25,5,0.25,75,0.1,0,2,51,numTurtles,0
2731,,,,,,,,,,51,meanFood,0
2731,,,,,,,,,,51,totKnowledge,0
2732,2,0.2,25,5,0.25,75,0.1,0,2,33,numTurtles,0
2732,,,,,,,,,,33,meanFood,0
2732,,,,,,,,,,33,totKnowledge,0
2733,3,0.2,25,5,0.25,75,0.1,0,2,42,numTurtles,0
2733,,,,,,,,,,42,meanFood,0
2733,,,,,,,,,,42,totKnowledge,0
2734,4,0.2,25,5,0.25,75,0.1,0,2,21,numTurtles,0
2734,,,,,,,,,,21,meanFood,0
2734,,,,,,,,,,21,totKnowledge,0
2735,5,0.2,25,5,0.25,75,0.1,0,2,65,numTurtles,0
2735,,,,,,,,,,65,meanFood,0
2735,,,,,,,,,,65,totKnowledge,0
2736,6,0.2,25,5,0.25,75,0.1,0,2,49,numTurtles,0
2736,,,,,,,,,,49,meanFood,0
2736,,,,,,,,,,49,totKnowledge,0
2737,7,0.2,25,5,0.25,75,0.1,0,2,122,numTurtles,0
2737,,,,,,,,,,122,meanFood,0
2737,,,,,,,,,,122,totKnowledge,0
2738,8,0.2,25,5,0.25,75,0.1,0,2,76,numTurtles,0
2738,,,,,,,,,,76,meanFood,0
2738,,,,,,,,,,76,totKnowledge,0
2739,9,0.2,25,5,0.25,75,0.1,0,2,65,numTurtles,0
2739,,,,,,,,,,65,meanFood,0
2739,,,,,,,,,,65,totKnowledge,0
2740,10,0.2,25,5,0.25,75,0.1,0,2,19,numTurtles,0
2740,,,,,,,,,,19,meanFood,0
2740,,,,,,,,,,19,totKnowledge,0
2741,1,0.5,25,5,0.25,75,0.1,0,2,51,numTurtles,0
2741,,,,,,,,,,51,meanFood,0
2741,,,,,,,,,,51,totKnowledge,0
2742,2,0.5,25,5,0.25,75,0.1,0,2,33,numTurtles,0
2742,,,,,,,,,,33,meanFood,0
2742,,,,,,,,,,33,totKnowledge,0
2743,3,0.5,25,5,0.25,75,0.1,0,2,42,numTurtles,0
2743,,,,,,,,,,42,meanFood,0
2743,,,,,,,,,,42,totKnowledge,0
2744,4,0.5,25,5,0.25,75,0.1,0,2,21,numTurtles,0
2744,,,,,,,,,,21,meanFood,0
2744,,,,,,,,,,21,totKnowledge,0
2745,5,0.5,25,5,0.25,75,0.1,0,2,65,numTurtles,0
2745,,,,,,,,,,65,meanFood,0
2745,,,,,,,,,,65,totKnowledge,0
2746,6,0.5,25,5,0.25,75,0.1,0,2,49,numTurtles,0
2746,,,,,,,,,,49,meanFood,0
2746,,,,,,,,,,49,totKnowledge,0
2747,7,0.5,25,5,0.25,75,0.1,0,2,122,numTurtles,0
2747,,,,,,,,,,122,meanFood,0
2747,,,,,,,,,,122,totKnowledge,0
2748,8,0.5,25,5,0.25,75,0.1,0,2,76,numTurtles,0
2748,,,,,,,,,,76,meanFood,0
2748,,,,,,,,,,76,totKnowledge,0
2749,9,0.5,25,5,0.25,75,0.1,0,2,65,numTurtles,0
2749,,,,,,,,,,65,meanFood,0
2749,,,,,,,,,,65,totKnowledge,0
2750,10,0.5,25,5,0.25,75,0.1,0,2,19,numTurtles,0
2750,,,,,,,,,,19,meanFood,0
2750,,,,,,,,,,19,totKnowledge,0
2751,1,1,25,5,0.25,75,0.1,0,2,51,numTurtles,0
2751,,,,,,,,,,51,meanFood,0
2751,,,,,,,,,,51,totKnowledge,0
2752,2,1,25,5,0.25,75,0.1,0,2,33,numTurtles,0
2752,,,,,,,,,,33,meanFood,0
2752,,,,,,,,,,33,totKnowledge,0
2753,3,1,25,5,0.25,75,0.1,0,2,42,numTurtles,0
2753,,,,,,,,,,42,meanFood,0
2753,,,,,,,,,,42,totKnowledge,0
2754,4,1,25,5,0.25,75,0.1,0,2,21,numTurtles,0
2754,,,,,,,,,,21,meanFood,0
2754,,,,,,,,,,21,totKnowledge,0
2755,5,1,25,5,0.25,75,0.1,0,2,65,numTurtles,0
2755,,,,,,,,,,65,meanFood,0
2755,,,,,,,,,,65,totKnowledge,0
2756,6,1,25,5,0.25,75,0.1,0,2,49,numTurtles,0
2756,,,,,,,,,,49,meanFood,0
2756,,,,,,,,,,49,totKnowledge,0
2757,7,1,25,5,0.25,75,0.1,0,2,122,numTurtles,0
2757,,,,,,,,,,122,meanFood,0
2757,,,,,,,,,,122,totKnowledge,0
2758,8,1,25,5,0.25,75,0.1,0,2,76,numTurtles,0
2758,,,,,,,,,,76,meanFood,0
2758,,,,,,,,,,76,totKnowledge,0
2759,9,1,25,5,0.25,75,0.1,0,2,65,numTurtles,0
2759,,,,,,,,,,65,meanFood,0
2759,,,,,,,,,,65,totKnowledge,0
2760,10,1,25,5,0.25,75,0.1,0,2,19,numTurtles,0
2760,,,,,,,,,,19,meanFood,0
2760,,,,,,,,,,19,totKnowledge,0
2761,1,0.2,25,5,0.5,75,0.1,0,2,51,numTurtles,0
2761,,,,,,,,,,51,meanFood,0
2761,,,,,,,,,,51,totKnowledge,0
2762,2,0.2,25,5,0.5,75,0.1,0,2,33,numTurtles,0
2762,,,,,,,,,,33,meanFood,0
2762,,,,,,,,,,33,totKnowledge,0
2763,3,0.2,25,5,0.5,75,0.1,0,2,42,numTurtles,0
2763,,,,,,,,,,42,meanFood,0
2763,,,,,,,,,,42,totKnowledge,0
2764,4,0.2,25,5,0.5,75,0.1,0,2,21,numTurtles,0
2764,,,,,,,,,,21,meanFood,0
2764,,,,,,,,,,21,totKnowledge,0
2765,5,0.2,25,5,0.5,75,0.1,0,2,65,numTurtles,0
2765,,,,,,,,,,65,meanFood,0
2765,,,,,,,,,,65,totKnowledge,0
2766,6,0.2,25,5,0.5,75,0.1,0,2,49,numTurtles,0
2766,,,,,,,,,,49,meanFood,0
2766,,,,,,,,,,49,totKnowledge,0
2767,7,0.2,25,5,0.5,75,0.1,0,2,122,numTurtles,0
2767,,,,,,,,,,122,meanFood,0
2767,,,,,,,,,,122,totKnowledge,0
2768,8,0.2,25,5,0.5,75,0.1,0,2,76,numTurtles,0
2768,,,,,,,,,,76,meanFood,0
2768,,,,,,,,,,76,totKnowledge,0
2769,9,0.2,25,5,0.5,75,0.1,0,2,65,numTurtles,0
2769,,,,,,,,,,65,meanFood,0
2769,,,,,,,,,,65,totKnowledge,0
2770,10,0.2,25,5,0.5,75,0.1,0,2,19,numTurtles,0
2770,,,,,,,,,,19,meanFood,0
2770,,,,,,,,,,19,totKnowledge,0
2771,1,0.5,25,5,0.5,75,0.1,0,2,51,numTurtles,0
2771,,,,,,,,,,51,meanFood,0
2771,,,,,,,,,,51,totKnowledge,0
2772,2,0.5,25,5,0.5,75,0.1,0,2,33,numTurtles,0
2772,,,,,,,,,,33,meanFood,0
2772,,,,,,,,,,33,totKnowledge,0
2773,3,0.5,25,5,0.5,75,0.1,0,2,42,numTurtles,0
2773,,,,,,,,,,42,meanFood,0
2773,,,,,,,,,,42,totKnowledge,0
2774,4,0.5,25,5,0.5,75,0.1,0,2,21,numTurtles,0
2774,,,,,,,,,,21,meanFood,0
2774,,,,,,,,,,21,totKnowledge,0
2775,5,0.5,25,5,0.5,75,0.1,0,2,65,numTurtles,0
2775,,,,,,,,,,65,meanFood,0
2775,,,,,,,,,,65,totKnowledge,0
2776,6,0.5,25,5,0.5,75,0.1,0,2,49,numTurtles,0
2776,,,,,,,,,,49,meanFood,0
2776,,,,,,,,,,49,totKnowledge,0
2777,7,0.5,25,5,0.5,75,0.1,0,2,122,numTurtles,0
2777,,,,,,,,,,122,meanFood,0
2777,,,,,,,,,,122,totKnowledge,0
2778,8,0.5,25,5,0.5,75,0.1,0,2,76,numTurtles,0
2778,,,,,,,,,,76,meanFood,0
2778,,,,,,,,,,76,totKnowledge,0
2779,9,0.5,25,5,0.5,75,0.1,0,2,65,numTurtles,0
2779,,,,,,,,,,65,meanFood,0
2779,,,,,,,,,,65,totKnowledge,0
2780,10,0.5,25,5,0.5,75,0.1,0,2,19,numTurtles,0
2780,,,,,,,,,,19,meanFood,0
2780,,,,,,,,,,19,totKnowledge,0
2781,1,1,25,5,0.5,75,0.1,0,2,51,numTurtles,0
